"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	Population
	"< 1 year"	"0"	"2010"	"2010"	"Kansas"	"20"	40641
	"< 1 year"	"0"	"2010"	"2010"	"Kentucky"	"21"	55104
	"< 1 year"	"0"	"2010"	"2010"	"Louisiana"	"22"	61081
	"< 1 year"	"0"	"2010"	"2010"	"Maine"	"23"	13287
	"< 1 year"	"0"	"2010"	"2010"	"Maryland"	"24"	72328
	"< 1 year"	"0"	"2010"	"2010"	"Massachusetts"	"25"	72338
	"< 1 year"	"0"	"2010"	"2010"	"Michigan"	"26"	115021
	"< 1 year"	"0"	"2010"	"2010"	"Minnesota"	"27"	69245
	"< 1 year"	"0"	"2010"	"2010"	"Mississippi"	"28"	39621
	"< 1 year"	"0"	"2010"	"2010"	"Missouri"	"29"	75983
	"< 1 year"	"0"	"2010"	"2010"	"Montana"	"30"	12179
	"< 1 year"	"0"	"2010"	"2010"	"Nebraska"	"31"	26104
	"< 1 year"	"0"	"2010"	"2010"	"Nevada"	"32"	36172
	"< 1 year"	"0"	"2010"	"2010"	"New Hampshire"	"33"	13021
	"< 1 year"	"0"	"2010"	"2010"	"New Jersey"	"34"	105653
	"< 1 year"	"0"	"2010"	"2010"	"New Mexico"	"35"	27898
	"< 1 year"	"0"	"2010"	"2010"	"New York"	"36"	235854
	"< 1 year"	"0"	"2010"	"2010"	"North Carolina"	"37"	122585
	"< 1 year"	"0"	"2010"	"2010"	"North Dakota"	"38"	9030
	"< 1 year"	"0"	"2010"	"2010"	"Ohio"	"39"	138811
	"< 1 year"	"0"	"2010"	"2010"	"Oklahoma"	"40"	52169
	"< 1 year"	"0"	"2010"	"2010"	"Oregon"	"41"	46406
	"< 1 year"	"0"	"2010"	"2010"	"Pennsylvania"	"42"	142309
	"< 1 year"	"0"	"2010"	"2010"	"Rhode Island"	"44"	11070
	"< 1 year"	"0"	"2010"	"2010"	"South Carolina"	"45"	58445
	"< 1 year"	"0"	"2010"	"2010"	"South Dakota"	"46"	11782
	"< 1 year"	"0"	"2010"	"2010"	"Tennessee"	"47"	78965
	"< 1 year"	"0"	"2010"	"2010"	"Texas"	"48"	379451
	"< 1 year"	"0"	"2010"	"2010"	"Utah"	"49"	53041
	"< 1 year"	"0"	"2010"	"2010"	"Vermont"	"50"	6120
	"< 1 year"	"0"	"2010"	"2010"	"Virginia"	"51"	100887
	"< 1 year"	"0"	"2010"	"2010"	"Washington"	"53"	87634
	"< 1 year"	"0"	"2010"	"2010"	"West Virginia"	"54"	20205
	"< 1 year"	"0"	"2010"	"2010"	"Wisconsin"	"55"	69544
	"< 1 year"	"0"	"2010"	"2010"	"Wyoming"	"56"	7806
	"< 1 year"	"0"	"2011"	"2011"	"Alabama"	"01"	59215
	"< 1 year"	"0"	"2011"	"2011"	"Alaska"	"02"	11723
	"< 1 year"	"0"	"2011"	"2011"	"Arizona"	"04"	84957
	"< 1 year"	"0"	"2011"	"2011"	"Arkansas"	"05"	38323
	"< 1 year"	"0"	"2011"	"2011"	"California"	"06"	507434
	"< 1 year"	"0"	"2011"	"2011"	"Colorado"	"08"	66129
	"< 1 year"	"0"	"2011"	"2011"	"Connecticut"	"09"	37830
	"< 1 year"	"0"	"2011"	"2011"	"Delaware"	"10"	11285
	"< 1 year"	"0"	"2011"	"2011"	"District of Columbia"	"11"	8942
	"< 1 year"	"0"	"2011"	"2011"	"Florida"	"12"	213799
	"< 1 year"	"0"	"2011"	"2011"	"Georgia"	"13"	132019
	"< 1 year"	"0"	"2011"	"2011"	"Hawaii"	"15"	18990
	"< 1 year"	"0"	"2011"	"2011"	"Idaho"	"16"	22739
	"< 1 year"	"0"	"2011"	"2011"	"Illinois"	"17"	161001
	"< 1 year"	"0"	"2011"	"2011"	"Indiana"	"18"	83160
	"< 1 year"	"0"	"2011"	"2011"	"Iowa"	"19"	37914
	"< 1 year"	"0"	"2011"	"2011"	"Kansas"	"20"	40117
	"< 1 year"	"0"	"2011"	"2011"	"Kentucky"	"21"	55178
	"< 1 year"	"0"	"2011"	"2011"	"Louisiana"	"22"	61644
	"< 1 year"	"0"	"2011"	"2011"	"Maine"	"23"	12637
	"< 1 year"	"0"	"2011"	"2011"	"Maryland"	"24"	73689
	"< 1 year"	"0"	"2011"	"2011"	"Massachusetts"	"25"	73195
	"< 1 year"	"0"	"2011"	"2011"	"Michigan"	"26"	113545
	"< 1 year"	"0"	"2011"	"2011"	"Minnesota"	"27"	68699
	"< 1 year"	"0"	"2011"	"2011"	"Mississippi"	"28"	39306
	"< 1 year"	"0"	"2011"	"2011"	"Missouri"	"29"	75350
	"< 1 year"	"0"	"2011"	"2011"	"Montana"	"30"	12016
	"< 1 year"	"0"	"2011"	"2011"	"Nebraska"	"31"	25655
	"< 1 year"	"0"	"2011"	"2011"	"Nevada"	"32"	35354
	"< 1 year"	"0"	"2011"	"2011"	"New Hampshire"	"33"	13187
	"< 1 year"	"0"	"2011"	"2011"	"New Jersey"	"34"	107224
	"< 1 year"	"0"	"2011"	"2011"	"New Mexico"	"35"	27870
	"< 1 year"	"0"	"2011"	"2011"	"New York"	"36"	242394
	"< 1 year"	"0"	"2011"	"2011"	"North Carolina"	"37"	120751
	"< 1 year"	"0"	"2011"	"2011"	"North Dakota"	"38"	9289
	"< 1 year"	"0"	"2011"	"2011"	"Ohio"	"39"	136993
	"< 1 year"	"0"	"2011"	"2011"	"Oklahoma"	"40"	52173
	"< 1 year"	"0"	"2011"	"2011"	"Oregon"	"41"	45479
	"< 1 year"	"0"	"2011"	"2011"	"Pennsylvania"	"42"	142815
	"< 1 year"	"0"	"2011"	"2011"	"Rhode Island"	"44"	11027
	"< 1 year"	"0"	"2011"	"2011"	"South Carolina"	"45"	57322
	"< 1 year"	"0"	"2011"	"2011"	"South Dakota"	"46"	11923
	"< 1 year"	"0"	"2011"	"2011"	"Tennessee"	"47"	77992
	"< 1 year"	"0"	"2011"	"2011"	"Texas"	"48"	382649
	"< 1 year"	"0"	"2011"	"2011"	"Utah"	"49"	50994
	"< 1 year"	"0"	"2011"	"2011"	"Vermont"	"50"	6065
	"< 1 year"	"0"	"2011"	"2011"	"Virginia"	"51"	102137
	"< 1 year"	"0"	"2011"	"2011"	"Washington"	"53"	87426
	"< 1 year"	"0"	"2011"	"2011"	"West Virginia"	"54"	20377
	"< 1 year"	"0"	"2011"	"2011"	"Wisconsin"	"55"	67827
	"< 1 year"	"0"	"2011"	"2011"	"Wyoming"	"56"	7480
	"< 1 year"	"0"	"2012"	"2012"	"Alabama"	"01"	58440
	"< 1 year"	"0"	"2012"	"2012"	"Alaska"	"02"	10814
	"< 1 year"	"0"	"2012"	"2012"	"Arizona"	"04"	85356
	"< 1 year"	"0"	"2012"	"2012"	"Arkansas"	"05"	38427
	"< 1 year"	"0"	"2012"	"2012"	"California"	"06"	494708
	"< 1 year"	"0"	"2012"	"2012"	"Colorado"	"08"	65093
	"< 1 year"	"0"	"2012"	"2012"	"Connecticut"	"09"	37197
	"< 1 year"	"0"	"2012"	"2012"	"Delaware"	"10"	11141
	"< 1 year"	"0"	"2012"	"2012"	"District of Columbia"	"11"	8843
	"< 1 year"	"0"	"2012"	"2012"	"Florida"	"12"	214833
	"< 1 year"	"0"	"2012"	"2012"	"Georgia"	"13"	131130
	"< 1 year"	"0"	"2012"	"2012"	"Hawaii"	"15"	18605
	"< 1 year"	"0"	"2012"	"2012"	"Idaho"	"16"	22168
	"< 1 year"	"0"	"2012"	"2012"	"Illinois"	"17"	158542
	"< 1 year"	"0"	"2012"	"2012"	"Indiana"	"18"	82826
	"< 1 year"	"0"	"2012"	"2012"	"Iowa"	"19"	38483
	"< 1 year"	"0"	"2012"	"2012"	"Kansas"	"20"	39739
	"< 1 year"	"0"	"2012"	"2012"	"Kentucky"	"21"	55059
	"< 1 year"	"0"	"2012"	"2012"	"Louisiana"	"22"	61598
	"< 1 year"	"0"	"2012"	"2012"	"Maine"	"23"	12874
	"< 1 year"	"0"	"2012"	"2012"	"Maryland"	"24"	72345
	"< 1 year"	"0"	"2012"	"2012"	"Massachusetts"	"25"	72359
	"< 1 year"	"0"	"2012"	"2012"	"Michigan"	"26"	113026
	"< 1 year"	"0"	"2012"	"2012"	"Minnesota"	"27"	68214
	"< 1 year"	"0"	"2012"	"2012"	"Mississippi"	"28"	38886
	"< 1 year"	"0"	"2012"	"2012"	"Missouri"	"29"	74658
	"< 1 year"	"0"	"2012"	"2012"	"Montana"	"30"	12164
	"< 1 year"	"0"	"2012"	"2012"	"Nebraska"	"31"	25891
	"< 1 year"	"0"	"2012"	"2012"	"Nevada"	"32"	34475
	"< 1 year"	"0"	"2012"	"2012"	"New Hampshire"	"33"	12421
	"< 1 year"	"0"	"2012"	"2012"	"New Jersey"	"34"	104659
	"< 1 year"	"0"	"2012"	"2012"	"New Mexico"	"35"	26813
	"< 1 year"	"0"	"2012"	"2012"	"New York"	"36"	238225
	"< 1 year"	"0"	"2012"	"2012"	"North Carolina"	"37"	118938
	"< 1 year"	"0"	"2012"	"2012"	"North Dakota"	"38"	10017
	"< 1 year"	"0"	"2012"	"2012"	"Ohio"	"39"	137042
	"< 1 year"	"0"	"2012"	"2012"	"Oklahoma"	"40"	52264
	"< 1 year"	"0"	"2012"	"2012"	"Oregon"	"41"	45120
	"< 1 year"	"0"	"2012"	"2012"	"Pennsylvania"	"42"	142076
	"< 1 year"	"0"	"2012"	"2012"	"Rhode Island"	"44"	11104
	"< 1 year"	"0"	"2012"	"2012"	"South Carolina"	"45"	57126
	"< 1 year"	"0"	"2012"	"2012"	"South Dakota"	"46"	11886
	"< 1 year"	"0"	"2012"	"2012"	"Tennessee"	"47"	80538
	"< 1 year"	"0"	"2012"	"2012"	"Texas"	"48"	379736
	"< 1 year"	"0"	"2012"	"2012"	"Utah"	"49"	49727
	"< 1 year"	"0"	"2012"	"2012"	"Vermont"	"50"	6079
	"< 1 year"	"0"	"2012"	"2012"	"Virginia"	"51"	102269
	"< 1 year"	"0"	"2012"	"2012"	"Washington"	"53"	87087
	"< 1 year"	"0"	"2012"	"2012"	"West Virginia"	"54"	20762
	"< 1 year"	"0"	"2012"	"2012"	"Wisconsin"	"55"	67380
	"< 1 year"	"0"	"2012"	"2012"	"Wyoming"	"56"	7514
	"< 1 year"	"0"	"2013"	"2013"	"Alabama"	"01"	57370
	"< 1 year"	"0"	"2013"	"2013"	"Alaska"	"02"	11406
	"< 1 year"	"0"	"2013"	"2013"	"Arizona"	"04"	86085
	"< 1 year"	"0"	"2013"	"2013"	"Arkansas"	"05"	37615
	"< 1 year"	"0"	"2013"	"2013"	"California"	"06"	497214
	"< 1 year"	"0"	"2013"	"2013"	"Colorado"	"08"	65110
	"< 1 year"	"0"	"2013"	"2013"	"Connecticut"	"09"	36399
	"< 1 year"	"0"	"2013"	"2013"	"Delaware"	"10"	10822
	"< 1 year"	"0"	"2013"	"2013"	"District of Columbia"	"11"	9157
	"< 1 year"	"0"	"2013"	"2013"	"Florida"	"12"	213345
	"< 1 year"	"0"	"2013"	"2013"	"Georgia"	"13"	127920
	"< 1 year"	"0"	"2013"	"2013"	"Hawaii"	"15"	18949
	"< 1 year"	"0"	"2013"	"2013"	"Idaho"	"16"	22379
	"< 1 year"	"0"	"2013"	"2013"	"Illinois"	"17"	155922
	"< 1 year"	"0"	"2013"	"2013"	"Indiana"	"18"	83324
	"< 1 year"	"0"	"2013"	"2013"	"Iowa"	"19"	38929
	"< 1 year"	"0"	"2013"	"2013"	"Kansas"	"20"	39638
	"< 1 year"	"0"	"2013"	"2013"	"Kentucky"	"21"	55765
	"< 1 year"	"0"	"2013"	"2013"	"Louisiana"	"22"	61691
	"< 1 year"	"0"	"2013"	"2013"	"Maine"	"23"	12921
	"< 1 year"	"0"	"2013"	"2013"	"Maryland"	"24"	72087
	"< 1 year"	"0"	"2013"	"2013"	"Massachusetts"	"25"	72287
	"< 1 year"	"0"	"2013"	"2013"	"Michigan"	"26"	113026
	"< 1 year"	"0"	"2013"	"2013"	"Minnesota"	"27"	69289
	"< 1 year"	"0"	"2013"	"2013"	"Mississippi"	"28"	37954
	"< 1 year"	"0"	"2013"	"2013"	"Missouri"	"29"	74603
	"< 1 year"	"0"	"2013"	"2013"	"Montana"	"30"	12408
	"< 1 year"	"0"	"2013"	"2013"	"Nebraska"	"31"	25992
	"< 1 year"	"0"	"2013"	"2013"	"Nevada"	"32"	35105
	"< 1 year"	"0"	"2013"	"2013"	"New Hampshire"	"33"	12706
	"< 1 year"	"0"	"2013"	"2013"	"New Jersey"	"34"	103728
	"< 1 year"	"0"	"2013"	"2013"	"New Mexico"	"35"	26543
	"< 1 year"	"0"	"2013"	"2013"	"New York"	"36"	238543
	"< 1 year"	"0"	"2013"	"2013"	"North Carolina"	"37"	119069
	"< 1 year"	"0"	"2013"	"2013"	"North Dakota"	"38"	10328
	"< 1 year"	"0"	"2013"	"2013"	"Ohio"	"39"	139034
	"< 1 year"	"0"	"2013"	"2013"	"Oklahoma"	"40"	53397
	"< 1 year"	"0"	"2013"	"2013"	"Oregon"	"41"	45280
	"< 1 year"	"0"	"2013"	"2013"	"Pennsylvania"	"42"	141363
	"< 1 year"	"0"	"2013"	"2013"	"Rhode Island"	"44"	10782
	"< 1 year"	"0"	"2013"	"2013"	"South Carolina"	"45"	56349
	"< 1 year"	"0"	"2013"	"2013"	"South Dakota"	"46"	12271
	"< 1 year"	"0"	"2013"	"2013"	"Tennessee"	"47"	79994
	"< 1 year"	"0"	"2013"	"2013"	"Texas"	"48"	385569
	"< 1 year"	"0"	"2013"	"2013"	"Utah"	"49"	51093
	"< 1 year"	"0"	"2013"	"2013"	"Vermont"	"50"	5980
	"< 1 year"	"0"	"2013"	"2013"	"Virginia"	"51"	101952
	"< 1 year"	"0"	"2013"	"2013"	"Washington"	"53"	87438
	"< 1 year"	"0"	"2013"	"2013"	"West Virginia"	"54"	20808
	"< 1 year"	"0"	"2013"	"2013"	"Wisconsin"	"55"	66849
	"< 1 year"	"0"	"2013"	"2013"	"Wyoming"	"56"	7558
	"< 1 year"	"0"	"2014"	"2014"	"Alabama"	"01"	58615
	"< 1 year"	"0"	"2014"	"2014"	"Alaska"	"02"	11233
	"< 1 year"	"0"	"2014"	"2014"	"Arizona"	"04"	86085
	"< 1 year"	"0"	"2014"	"2014"	"Arkansas"	"05"	37935
	"< 1 year"	"0"	"2014"	"2014"	"California"	"06"	495820
	"< 1 year"	"0"	"2014"	"2014"	"Colorado"	"08"	65842
	"< 1 year"	"0"	"2014"	"2014"	"Connecticut"	"09"	36393
	"< 1 year"	"0"	"2014"	"2014"	"Delaware"	"10"	10926
	"< 1 year"	"0"	"2014"	"2014"	"District of Columbia"	"11"	8964
	"< 1 year"	"0"	"2014"	"2014"	"Florida"	"12"	220051
	"< 1 year"	"0"	"2014"	"2014"	"Georgia"	"13"	129169
	"< 1 year"	"0"	"2014"	"2014"	"Hawaii"	"15"	18634
	"< 1 year"	"0"	"2014"	"2014"	"Idaho"	"16"	22359
	"< 1 year"	"0"	"2014"	"2014"	"Illinois"	"17"	155757
	"< 1 year"	"0"	"2014"	"2014"	"Indiana"	"18"	83766
	"< 1 year"	"0"	"2014"	"2014"	"Iowa"	"19"	39701
	"< 1 year"	"0"	"2014"	"2014"	"Kansas"	"20"	38973
	"< 1 year"	"0"	"2014"	"2014"	"Kentucky"	"21"	55076
	"< 1 year"	"0"	"2014"	"2014"	"Louisiana"	"22"	63546
	"< 1 year"	"0"	"2014"	"2014"	"Maine"	"23"	12686
	"< 1 year"	"0"	"2014"	"2014"	"Maryland"	"24"	73226
	"< 1 year"	"0"	"2014"	"2014"	"Massachusetts"	"25"	71846
	"< 1 year"	"0"	"2014"	"2014"	"Michigan"	"26"	114362
	"< 1 year"	"0"	"2014"	"2014"	"Minnesota"	"27"	70133
	"< 1 year"	"0"	"2014"	"2014"	"Mississippi"	"28"	38286
	"< 1 year"	"0"	"2014"	"2014"	"Missouri"	"29"	75303
	"< 1 year"	"0"	"2014"	"2014"	"Montana"	"30"	12475
	"< 1 year"	"0"	"2014"	"2014"	"Nebraska"	"31"	26494
	"< 1 year"	"0"	"2014"	"2014"	"Nevada"	"32"	35575
	"< 1 year"	"0"	"2014"	"2014"	"New Hampshire"	"33"	12445
	"< 1 year"	"0"	"2014"	"2014"	"New Jersey"	"34"	103611
	"< 1 year"	"0"	"2014"	"2014"	"New Mexico"	"35"	26009
	"< 1 year"	"0"	"2014"	"2014"	"New York"	"36"	234890
	"< 1 year"	"0"	"2014"	"2014"	"North Carolina"	"37"	119531
	"< 1 year"	"0"	"2014"	"2014"	"North Dakota"	"38"	11129
	"< 1 year"	"0"	"2014"	"2014"	"Ohio"	"39"	139665
	"< 1 year"	"0"	"2014"	"2014"	"Oklahoma"	"40"	52803
	"< 1 year"	"0"	"2014"	"2014"	"Oregon"	"41"	45731
	"< 1 year"	"0"	"2014"	"2014"	"Pennsylvania"	"42"	141782
	"< 1 year"	"0"	"2014"	"2014"	"Rhode Island"	"44"	10711
	"< 1 year"	"0"	"2014"	"2014"	"South Carolina"	"45"	57416
	"< 1 year"	"0"	"2014"	"2014"	"South Dakota"	"46"	12530
	"< 1 year"	"0"	"2014"	"2014"	"Tennessee"	"47"	80090
	"< 1 year"	"0"	"2014"	"2014"	"Texas"	"48"	396679
	"< 1 year"	"0"	"2014"	"2014"	"Utah"	"49"	50236
	"< 1 year"	"0"	"2014"	"2014"	"Vermont"	"50"	6138
	"< 1 year"	"0"	"2014"	"2014"	"Virginia"	"51"	101753
	"< 1 year"	"0"	"2014"	"2014"	"Washington"	"53"	87976
	"< 1 year"	"0"	"2014"	"2014"	"West Virginia"	"54"	20304
	"< 1 year"	"0"	"2014"	"2014"	"Wisconsin"	"55"	67019
	"< 1 year"	"0"	"2014"	"2014"	"Wyoming"	"56"	7695
	"< 1 year"	"0"	"2015"	"2015"	"Alabama"	"01"	58757
	"< 1 year"	"0"	"2015"	"2015"	"Alaska"	"02"	10966
	"< 1 year"	"0"	"2015"	"2015"	"Arizona"	"04"	87349
	"< 1 year"	"0"	"2015"	"2015"	"Arkansas"	"05"	37886
	"< 1 year"	"0"	"2015"	"2015"	"California"	"06"	499847
	"< 1 year"	"0"	"2015"	"2015"	"Colorado"	"08"	66939
	"< 1 year"	"0"	"2015"	"2015"	"Connecticut"	"09"	36251
	"< 1 year"	"0"	"2015"	"2015"	"Delaware"	"10"	10819
	"< 1 year"	"0"	"2015"	"2015"	"District of Columbia"	"11"	9035
	"< 1 year"	"0"	"2015"	"2015"	"Florida"	"12"	223284
	"< 1 year"	"0"	"2015"	"2015"	"Georgia"	"13"	131388
	"< 1 year"	"0"	"2015"	"2015"	"Hawaii"	"15"	18027
	"< 1 year"	"0"	"2015"	"2015"	"Idaho"	"16"	22792
	"< 1 year"	"0"	"2015"	"2015"	"Illinois"	"17"	155733
	"< 1 year"	"0"	"2015"	"2015"	"Indiana"	"18"	83583
	"< 1 year"	"0"	"2015"	"2015"	"Iowa"	"19"	39735
	"< 1 year"	"0"	"2015"	"2015"	"Kansas"	"20"	38530
	"< 1 year"	"0"	"2015"	"2015"	"Kentucky"	"21"	55259
	"< 1 year"	"0"	"2015"	"2015"	"Louisiana"	"22"	63011
	"< 1 year"	"0"	"2015"	"2015"	"Maine"	"23"	12679
	"< 1 year"	"0"	"2015"	"2015"	"Maryland"	"24"	73596
	"< 1 year"	"0"	"2015"	"2015"	"Massachusetts"	"25"	71727
	"< 1 year"	"0"	"2015"	"2015"	"Michigan"	"26"	113463
	"< 1 year"	"0"	"2015"	"2015"	"Minnesota"	"27"	69709
	"< 1 year"	"0"	"2015"	"2015"	"Mississippi"	"28"	37744
	"< 1 year"	"0"	"2015"	"2015"	"Missouri"	"29"	74340
	"< 1 year"	"0"	"2015"	"2015"	"Montana"	"30"	12702
	"< 1 year"	"0"	"2015"	"2015"	"Nebraska"	"31"	26730
	"< 1 year"	"0"	"2015"	"2015"	"Nevada"	"32"	36411
	"< 1 year"	"0"	"2015"	"2015"	"New Hampshire"	"33"	12443
	"< 1 year"	"0"	"2015"	"2015"	"New Jersey"	"34"	102662
	"< 1 year"	"0"	"2015"	"2015"	"New Mexico"	"35"	25430
	"< 1 year"	"0"	"2015"	"2015"	"New York"	"36"	235422
	"< 1 year"	"0"	"2015"	"2015"	"North Carolina"	"37"	120952
	"< 1 year"	"0"	"2015"	"2015"	"North Dakota"	"38"	11618
	"< 1 year"	"0"	"2015"	"2015"	"Ohio"	"39"	138142
	"< 1 year"	"0"	"2015"	"2015"	"Oklahoma"	"40"	53411
	"< 1 year"	"0"	"2015"	"2015"	"Oregon"	"41"	46372
	"< 1 year"	"0"	"2015"	"2015"	"Pennsylvania"	"42"	141106
	"< 1 year"	"0"	"2015"	"2015"	"Rhode Island"	"44"	10885
	"< 1 year"	"0"	"2015"	"2015"	"South Carolina"	"45"	58003
	"< 1 year"	"0"	"2015"	"2015"	"South Dakota"	"46"	12183
	"< 1 year"	"0"	"2015"	"2015"	"Tennessee"	"47"	81506
	"< 1 year"	"0"	"2015"	"2015"	"Texas"	"48"	404417
	"< 1 year"	"0"	"2015"	"2015"	"Utah"	"49"	50793
	"< 1 year"	"0"	"2015"	"2015"	"Vermont"	"50"	6076
	"< 1 year"	"0"	"2015"	"2015"	"Virginia"	"51"	102030
	"< 1 year"	"0"	"2015"	"2015"	"Washington"	"53"	89830
	"< 1 year"	"0"	"2015"	"2015"	"West Virginia"	"54"	19870
	"< 1 year"	"0"	"2015"	"2015"	"Wisconsin"	"55"	66331
	"< 1 year"	"0"	"2015"	"2015"	"Wyoming"	"56"	7640
	"< 1 year"	"0"	"2016"	"2016"	"Alabama"	"01"	58269
	"< 1 year"	"0"	"2016"	"2016"	"Alaska"	"02"	10938
	"< 1 year"	"0"	"2016"	"2016"	"Arizona"	"04"	87702
	"< 1 year"	"0"	"2016"	"2016"	"Arkansas"	"05"	37737
	"< 1 year"	"0"	"2016"	"2016"	"California"	"06"	498832
	"< 1 year"	"0"	"2016"	"2016"	"Colorado"	"08"	67691
	"< 1 year"	"0"	"2016"	"2016"	"Connecticut"	"09"	36202
	"< 1 year"	"0"	"2016"	"2016"	"Delaware"	"10"	10817
	"< 1 year"	"0"	"2016"	"2016"	"District of Columbia"	"11"	9399
	"< 1 year"	"0"	"2016"	"2016"	"Florida"	"12"	224910
	"< 1 year"	"0"	"2016"	"2016"	"Georgia"	"13"	130675
	"< 1 year"	"0"	"2016"	"2016"	"Hawaii"	"15"	18376
	"< 1 year"	"0"	"2016"	"2016"	"Idaho"	"16"	22986
