"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	Population
	"< 1 year"	"0"	"2002"	"2002"	"Arkansas"	"05"	37217
	"< 1 year"	"0"	"2002"	"2002"	"California"	"06"	514905
	"< 1 year"	"0"	"2002"	"2002"	"Colorado"	"08"	66280
	"< 1 year"	"0"	"2002"	"2002"	"Connecticut"	"09"	41994
	"< 1 year"	"0"	"2002"	"2002"	"Delaware"	"10"	10653
	"< 1 year"	"0"	"2002"	"2002"	"District of Columbia"	"11"	7179
	"< 1 year"	"0"	"2002"	"2002"	"Florida"	"12"	204364
	"< 1 year"	"0"	"2002"	"2002"	"Georgia"	"13"	131046
	"< 1 year"	"0"	"2002"	"2002"	"Hawaii"	"15"	16627
	"< 1 year"	"0"	"2002"	"2002"	"Idaho"	"16"	20815
	"< 1 year"	"0"	"2002"	"2002"	"Illinois"	"17"	176591
	"< 1 year"	"0"	"2002"	"2002"	"Indiana"	"18"	84208
	"< 1 year"	"0"	"2002"	"2002"	"Iowa"	"19"	37248
	"< 1 year"	"0"	"2002"	"2002"	"Kansas"	"20"	38496
	"< 1 year"	"0"	"2002"	"2002"	"Kentucky"	"21"	53496
	"< 1 year"	"0"	"2002"	"2002"	"Louisiana"	"22"	64468
	"< 1 year"	"0"	"2002"	"2002"	"Maine"	"23"	13514
	"< 1 year"	"0"	"2002"	"2002"	"Maryland"	"24"	72755
	"< 1 year"	"0"	"2002"	"2002"	"Massachusetts"	"25"	79001
	"< 1 year"	"0"	"2002"	"2002"	"Michigan"	"26"	129825
	"< 1 year"	"0"	"2002"	"2002"	"Minnesota"	"27"	66357
	"< 1 year"	"0"	"2002"	"2002"	"Mississippi"	"28"	40624
	"< 1 year"	"0"	"2002"	"2002"	"Missouri"	"29"	74559
	"< 1 year"	"0"	"2002"	"2002"	"Montana"	"30"	11036
	"< 1 year"	"0"	"2002"	"2002"	"Nebraska"	"31"	24595
	"< 1 year"	"0"	"2002"	"2002"	"Nevada"	"32"	32431
	"< 1 year"	"0"	"2002"	"2002"	"New Hampshire"	"33"	14827
	"< 1 year"	"0"	"2002"	"2002"	"New Jersey"	"34"	112527
	"< 1 year"	"0"	"2002"	"2002"	"New Mexico"	"35"	27182
	"< 1 year"	"0"	"2002"	"2002"	"New York"	"36"	246708
	"< 1 year"	"0"	"2002"	"2002"	"North Carolina"	"37"	116474
	"< 1 year"	"0"	"2002"	"2002"	"North Dakota"	"38"	7502
	"< 1 year"	"0"	"2002"	"2002"	"Ohio"	"39"	146103
	"< 1 year"	"0"	"2002"	"2002"	"Oklahoma"	"40"	49666
	"< 1 year"	"0"	"2002"	"2002"	"Oregon"	"41"	44936
	"< 1 year"	"0"	"2002"	"2002"	"Pennsylvania"	"42"	141144
	"< 1 year"	"0"	"2002"	"2002"	"Rhode Island"	"44"	12338
	"< 1 year"	"0"	"2002"	"2002"	"South Carolina"	"45"	55098
	"< 1 year"	"0"	"2002"	"2002"	"South Dakota"	"46"	10172
	"< 1 year"	"0"	"2002"	"2002"	"Tennessee"	"47"	76362
	"< 1 year"	"0"	"2002"	"2002"	"Texas"	"48"	361300
	"< 1 year"	"0"	"2002"	"2002"	"Utah"	"49"	46769
	"< 1 year"	"0"	"2002"	"2002"	"Vermont"	"50"	6306
	"< 1 year"	"0"	"2002"	"2002"	"Virginia"	"51"	97884
	"< 1 year"	"0"	"2002"	"2002"	"Washington"	"53"	78828
	"< 1 year"	"0"	"2002"	"2002"	"West Virginia"	"54"	20658
	"< 1 year"	"0"	"2002"	"2002"	"Wisconsin"	"55"	68442
	"< 1 year"	"0"	"2002"	"2002"	"Wyoming"	"56"	6407
	"< 1 year"	"0"	"2003"	"2003"	"Alabama"	"01"	58021
	"< 1 year"	"0"	"2003"	"2003"	"Alaska"	"02"	9830
	"< 1 year"	"0"	"2003"	"2003"	"Arizona"	"04"	87052
	"< 1 year"	"0"	"2003"	"2003"	"Arkansas"	"05"	37155
	"< 1 year"	"0"	"2003"	"2003"	"California"	"06"	522195
	"< 1 year"	"0"	"2003"	"2003"	"Colorado"	"08"	66624
	"< 1 year"	"0"	"2003"	"2003"	"Connecticut"	"09"	42410
	"< 1 year"	"0"	"2003"	"2003"	"Delaware"	"10"	11113
	"< 1 year"	"0"	"2003"	"2003"	"District of Columbia"	"11"	6781
	"< 1 year"	"0"	"2003"	"2003"	"Florida"	"12"	205420
	"< 1 year"	"0"	"2003"	"2003"	"Georgia"	"13"	131016
	"< 1 year"	"0"	"2003"	"2003"	"Hawaii"	"15"	17143
	"< 1 year"	"0"	"2003"	"2003"	"Idaho"	"16"	21164
	"< 1 year"	"0"	"2003"	"2003"	"Illinois"	"17"	175067
	"< 1 year"	"0"	"2003"	"2003"	"Indiana"	"18"	84459
	"< 1 year"	"0"	"2003"	"2003"	"Iowa"	"19"	38153
	"< 1 year"	"0"	"2003"	"2003"	"Kansas"	"20"	38927
	"< 1 year"	"0"	"2003"	"2003"	"Kentucky"	"21"	54104
	"< 1 year"	"0"	"2003"	"2003"	"Louisiana"	"22"	63676
	"< 1 year"	"0"	"2003"	"2003"	"Maine"	"23"	13842
	"< 1 year"	"0"	"2003"	"2003"	"Maryland"	"24"	73172
	"< 1 year"	"0"	"2003"	"2003"	"Massachusetts"	"25"	77857
	"< 1 year"	"0"	"2003"	"2003"	"Michigan"	"26"	128640
	"< 1 year"	"0"	"2003"	"2003"	"Minnesota"	"27"	68007
	"< 1 year"	"0"	"2003"	"2003"	"Mississippi"	"28"	40924
	"< 1 year"	"0"	"2003"	"2003"	"Missouri"	"29"	74932
	"< 1 year"	"0"	"2003"	"2003"	"Montana"	"30"	11221
	"< 1 year"	"0"	"2003"	"2003"	"Nebraska"	"31"	25350
	"< 1 year"	"0"	"2003"	"2003"	"Nevada"	"32"	33099
	"< 1 year"	"0"	"2003"	"2003"	"New Hampshire"	"33"	14619
	"< 1 year"	"0"	"2003"	"2003"	"New Jersey"	"34"	114986
	"< 1 year"	"0"	"2003"	"2003"	"New Mexico"	"35"	27670
	"< 1 year"	"0"	"2003"	"2003"	"New York"	"36"	245363
	"< 1 year"	"0"	"2003"	"2003"	"North Carolina"	"37"	115749
	"< 1 year"	"0"	"2003"	"2003"	"North Dakota"	"38"	7693
	"< 1 year"	"0"	"2003"	"2003"	"Ohio"	"39"	145994
	"< 1 year"	"0"	"2003"	"2003"	"Oklahoma"	"40"	49506
	"< 1 year"	"0"	"2003"	"2003"	"Oregon"	"41"	45225
	"< 1 year"	"0"	"2003"	"2003"	"Pennsylvania"	"42"	142682
	"< 1 year"	"0"	"2003"	"2003"	"Rhode Island"	"44"	12641
	"< 1 year"	"0"	"2003"	"2003"	"South Carolina"	"45"	54528
	"< 1 year"	"0"	"2003"	"2003"	"South Dakota"	"46"	10547
	"< 1 year"	"0"	"2003"	"2003"	"Tennessee"	"47"	76749
	"< 1 year"	"0"	"2003"	"2003"	"Texas"	"48"	366137
	"< 1 year"	"0"	"2003"	"2003"	"Utah"	"49"	47508
	"< 1 year"	"0"	"2003"	"2003"	"Vermont"	"50"	6447
	"< 1 year"	"0"	"2003"	"2003"	"Virginia"	"51"	98342
	"< 1 year"	"0"	"2003"	"2003"	"Washington"	"53"	79478
	"< 1 year"	"0"	"2003"	"2003"	"West Virginia"	"54"	20822
	"< 1 year"	"0"	"2003"	"2003"	"Wisconsin"	"55"	69136
	"< 1 year"	"0"	"2003"	"2003"	"Wyoming"	"56"	6695
	"< 1 year"	"0"	"2004"	"2004"	"Alabama"	"01"	58927
	"< 1 year"	"0"	"2004"	"2004"	"Alaska"	"02"	9959
	"< 1 year"	"0"	"2004"	"2004"	"Arizona"	"04"	89116
	"< 1 year"	"0"	"2004"	"2004"	"Arkansas"	"05"	37766
	"< 1 year"	"0"	"2004"	"2004"	"California"	"06"	520350
	"< 1 year"	"0"	"2004"	"2004"	"Colorado"	"08"	66137
	"< 1 year"	"0"	"2004"	"2004"	"Connecticut"	"09"	41804
	"< 1 year"	"0"	"2004"	"2004"	"Delaware"	"10"	11029
	"< 1 year"	"0"	"2004"	"2004"	"District of Columbia"	"11"	7274
	"< 1 year"	"0"	"2004"	"2004"	"Florida"	"12"	209821
	"< 1 year"	"0"	"2004"	"2004"	"Georgia"	"13"	134288
	"< 1 year"	"0"	"2004"	"2004"	"Hawaii"	"15"	18136
	"< 1 year"	"0"	"2004"	"2004"	"Idaho"	"16"	22278
	"< 1 year"	"0"	"2004"	"2004"	"Illinois"	"17"	175433
	"< 1 year"	"0"	"2004"	"2004"	"Indiana"	"18"	86516
	"< 1 year"	"0"	"2004"	"2004"	"Iowa"	"19"	38065
	"< 1 year"	"0"	"2004"	"2004"	"Kansas"	"20"	38836
	"< 1 year"	"0"	"2004"	"2004"	"Kentucky"	"21"	55011
	"< 1 year"	"0"	"2004"	"2004"	"Louisiana"	"22"	64593
	"< 1 year"	"0"	"2004"	"2004"	"Maine"	"23"	14177
	"< 1 year"	"0"	"2004"	"2004"	"Maryland"	"24"	73971
	"< 1 year"	"0"	"2004"	"2004"	"Massachusetts"	"25"	76350
	"< 1 year"	"0"	"2004"	"2004"	"Michigan"	"26"	129338
	"< 1 year"	"0"	"2004"	"2004"	"Minnesota"	"27"	70060
	"< 1 year"	"0"	"2004"	"2004"	"Mississippi"	"28"	41819
	"< 1 year"	"0"	"2004"	"2004"	"Missouri"	"29"	76447
	"< 1 year"	"0"	"2004"	"2004"	"Montana"	"30"	11374
	"< 1 year"	"0"	"2004"	"2004"	"Nebraska"	"31"	25850
	"< 1 year"	"0"	"2004"	"2004"	"Nevada"	"32"	34658
	"< 1 year"	"0"	"2004"	"2004"	"New Hampshire"	"33"	14592
	"< 1 year"	"0"	"2004"	"2004"	"New Jersey"	"34"	114609
	"< 1 year"	"0"	"2004"	"2004"	"New Mexico"	"35"	27620
	"< 1 year"	"0"	"2004"	"2004"	"New York"	"36"	244335
	"< 1 year"	"0"	"2004"	"2004"	"North Carolina"	"37"	117211
	"< 1 year"	"0"	"2004"	"2004"	"North Dakota"	"38"	8022
	"< 1 year"	"0"	"2004"	"2004"	"Ohio"	"39"	147158
	"< 1 year"	"0"	"2004"	"2004"	"Oklahoma"	"40"	49562
	"< 1 year"	"0"	"2004"	"2004"	"Oregon"	"41"	44391
	"< 1 year"	"0"	"2004"	"2004"	"Pennsylvania"	"42"	144015
	"< 1 year"	"0"	"2004"	"2004"	"Rhode Island"	"44"	12993
	"< 1 year"	"0"	"2004"	"2004"	"South Carolina"	"45"	55612
	"< 1 year"	"0"	"2004"	"2004"	"South Dakota"	"46"	11088
	"< 1 year"	"0"	"2004"	"2004"	"Tennessee"	"47"	77819
	"< 1 year"	"0"	"2004"	"2004"	"Texas"	"48"	369247
	"< 1 year"	"0"	"2004"	"2004"	"Utah"	"49"	48684
	"< 1 year"	"0"	"2004"	"2004"	"Vermont"	"50"	6540
	"< 1 year"	"0"	"2004"	"2004"	"Virginia"	"51"	101247
	"< 1 year"	"0"	"2004"	"2004"	"Washington"	"53"	81942
	"< 1 year"	"0"	"2004"	"2004"	"West Virginia"	"54"	21337
	"< 1 year"	"0"	"2004"	"2004"	"Wisconsin"	"55"	70086
	"< 1 year"	"0"	"2004"	"2004"	"Wyoming"	"56"	6765
	"< 1 year"	"0"	"2005"	"2005"	"Alabama"	"01"	59424
	"< 1 year"	"0"	"2005"	"2005"	"Alaska"	"02"	10197
	"< 1 year"	"0"	"2005"	"2005"	"Arizona"	"04"	92434
	"< 1 year"	"0"	"2005"	"2005"	"Arkansas"	"05"	38707
	"< 1 year"	"0"	"2005"	"2005"	"California"	"06"	522403
	"< 1 year"	"0"	"2005"	"2005"	"Colorado"	"08"	66747
	"< 1 year"	"0"	"2005"	"2005"	"Connecticut"	"09"	40575
	"< 1 year"	"0"	"2005"	"2005"	"Delaware"	"10"	11199
	"< 1 year"	"0"	"2005"	"2005"	"District of Columbia"	"11"	7220
	"< 1 year"	"0"	"2005"	"2005"	"Florida"	"12"	216277
	"< 1 year"	"0"	"2005"	"2005"	"Georgia"	"13"	135578
	"< 1 year"	"0"	"2005"	"2005"	"Hawaii"	"15"	17645
	"< 1 year"	"0"	"2005"	"2005"	"Idaho"	"16"	22898
	"< 1 year"	"0"	"2005"	"2005"	"Illinois"	"17"	170542
	"< 1 year"	"0"	"2005"	"2005"	"Indiana"	"18"	85050
	"< 1 year"	"0"	"2005"	"2005"	"Iowa"	"19"	38292
	"< 1 year"	"0"	"2005"	"2005"	"Kansas"	"20"	38483
	"< 1 year"	"0"	"2005"	"2005"	"Kentucky"	"21"	55364
	"< 1 year"	"0"	"2005"	"2005"	"Louisiana"	"22"	64616
	"< 1 year"	"0"	"2005"	"2005"	"Maine"	"23"	13987
	"< 1 year"	"0"	"2005"	"2005"	"Maryland"	"24"	73599
	"< 1 year"	"0"	"2005"	"2005"	"Massachusetts"	"25"	73919
	"< 1 year"	"0"	"2005"	"2005"	"Michigan"	"26"	125647
	"< 1 year"	"0"	"2005"	"2005"	"Minnesota"	"27"	69463
	"< 1 year"	"0"	"2005"	"2005"	"Mississippi"	"28"	41713
	"< 1 year"	"0"	"2005"	"2005"	"Missouri"	"29"	76391
	"< 1 year"	"0"	"2005"	"2005"	"Montana"	"30"	11411
	"< 1 year"	"0"	"2005"	"2005"	"Nebraska"	"31"	25525
	"< 1 year"	"0"	"2005"	"2005"	"Nevada"	"32"	36070
	"< 1 year"	"0"	"2005"	"2005"	"New Hampshire"	"33"	15140
	"< 1 year"	"0"	"2005"	"2005"	"New Jersey"	"34"	109349
	"< 1 year"	"0"	"2005"	"2005"	"New Mexico"	"35"	28652
	"< 1 year"	"0"	"2005"	"2005"	"New York"	"36"	236929
	"< 1 year"	"0"	"2005"	"2005"	"North Carolina"	"37"	120005
	"< 1 year"	"0"	"2005"	"2005"	"North Dakota"	"38"	8066
	"< 1 year"	"0"	"2005"	"2005"	"Ohio"	"39"	143887
	"< 1 year"	"0"	"2005"	"2005"	"Oklahoma"	"40"	50572
	"< 1 year"	"0"	"2005"	"2005"	"Oregon"	"41"	45313
	"< 1 year"	"0"	"2005"	"2005"	"Pennsylvania"	"42"	142248
	"< 1 year"	"0"	"2005"	"2005"	"Rhode Island"	"44"	12003
	"< 1 year"	"0"	"2005"	"2005"	"South Carolina"	"45"	56225
	"< 1 year"	"0"	"2005"	"2005"	"South Dakota"	"46"	11154
	"< 1 year"	"0"	"2005"	"2005"	"Tennessee"	"47"	77898
	"< 1 year"	"0"	"2005"	"2005"	"Texas"	"48"	371038
	"< 1 year"	"0"	"2005"	"2005"	"Utah"	"49"	48468
	"< 1 year"	"0"	"2005"	"2005"	"Vermont"	"50"	6287
	"< 1 year"	"0"	"2005"	"2005"	"Virginia"	"51"	101257
	"< 1 year"	"0"	"2005"	"2005"	"Washington"	"53"	81491
	"< 1 year"	"0"	"2005"	"2005"	"West Virginia"	"54"	20749
	"< 1 year"	"0"	"2005"	"2005"	"Wisconsin"	"55"	69307
	"< 1 year"	"0"	"2005"	"2005"	"Wyoming"	"56"	6979
	"< 1 year"	"0"	"2006"	"2006"	"Alabama"	"01"	60823
	"< 1 year"	"0"	"2006"	"2006"	"Alaska"	"02"	10215
	"< 1 year"	"0"	"2006"	"2006"	"Arizona"	"04"	94201
	"< 1 year"	"0"	"2006"	"2006"	"Arkansas"	"05"	39522
	"< 1 year"	"0"	"2006"	"2006"	"California"	"06"	520189
	"< 1 year"	"0"	"2006"	"2006"	"Colorado"	"08"	67456
	"< 1 year"	"0"	"2006"	"2006"	"Connecticut"	"09"	40108
	"< 1 year"	"0"	"2006"	"2006"	"Delaware"	"10"	11274
	"< 1 year"	"0"	"2006"	"2006"	"District of Columbia"	"11"	7321
	"< 1 year"	"0"	"2006"	"2006"	"Florida"	"12"	221765
	"< 1 year"	"0"	"2006"	"2006"	"Georgia"	"13"	139467
	"< 1 year"	"0"	"2006"	"2006"	"Hawaii"	"15"	17796
	"< 1 year"	"0"	"2006"	"2006"	"Idaho"	"16"	23746
	"< 1 year"	"0"	"2006"	"2006"	"Illinois"	"17"	169033
	"< 1 year"	"0"	"2006"	"2006"	"Indiana"	"18"	87074
	"< 1 year"	"0"	"2006"	"2006"	"Iowa"	"19"	40159
	"< 1 year"	"0"	"2006"	"2006"	"Kansas"	"20"	39345
	"< 1 year"	"0"	"2006"	"2006"	"Kentucky"	"21"	56206
	"< 1 year"	"0"	"2006"	"2006"	"Louisiana"	"22"	52290
	"< 1 year"	"0"	"2006"	"2006"	"Maine"	"23"	14012
	"< 1 year"	"0"	"2006"	"2006"	"Maryland"	"24"	73820
	"< 1 year"	"0"	"2006"	"2006"	"Massachusetts"	"25"	74330
	"< 1 year"	"0"	"2006"	"2006"	"Michigan"	"26"	124689
	"< 1 year"	"0"	"2006"	"2006"	"Minnesota"	"27"	70603
	"< 1 year"	"0"	"2006"	"2006"	"Mississippi"	"28"	41608
	"< 1 year"	"0"	"2006"	"2006"	"Missouri"	"29"	78061
	"< 1 year"	"0"	"2006"	"2006"	"Montana"	"30"	11856
	"< 1 year"	"0"	"2006"	"2006"	"Nebraska"	"31"	25824
	"< 1 year"	"0"	"2006"	"2006"	"Nevada"	"32"	37761
	"< 1 year"	"0"	"2006"	"2006"	"New Hampshire"	"33"	15117
	"< 1 year"	"0"	"2006"	"2006"	"New Jersey"	"34"	106669
	"< 1 year"	"0"	"2006"	"2006"	"New Mexico"	"35"	28482
	"< 1 year"	"0"	"2006"	"2006"	"New York"	"36"	236006
	"< 1 year"	"0"	"2006"	"2006"	"North Carolina"	"37"	123321
	"< 1 year"	"0"	"2006"	"2006"	"North Dakota"	"38"	8427
	"< 1 year"	"0"	"2006"	"2006"	"Ohio"	"39"	145580
	"< 1 year"	"0"	"2006"	"2006"	"Oklahoma"	"40"	51523
	"< 1 year"	"0"	"2006"	"2006"	"Oregon"	"41"	46380
	"< 1 year"	"0"	"2006"	"2006"	"Pennsylvania"	"42"	144516
	"< 1 year"	"0"	"2006"	"2006"	"Rhode Island"	"44"	11875
	"< 1 year"	"0"	"2006"	"2006"	"South Carolina"	"45"	59104
	"< 1 year"	"0"	"2006"	"2006"	"South Dakota"	"46"	11326
	"< 1 year"	"0"	"2006"	"2006"	"Tennessee"	"47"	80595
	"< 1 year"	"0"	"2006"	"2006"	"Texas"	"48"	378859
	"< 1 year"	"0"	"2006"	"2006"	"Utah"	"49"	50577
	"< 1 year"	"0"	"2006"	"2006"	"Vermont"	"50"	6051
	"< 1 year"	"0"	"2006"	"2006"	"Virginia"	"51"	102331
	"< 1 year"	"0"	"2006"	"2006"	"Washington"	"53"	85324
	"< 1 year"	"0"	"2006"	"2006"	"West Virginia"	"54"	21176
	"< 1 year"	"0"	"2006"	"2006"	"Wisconsin"	"55"	70529
	"< 1 year"	"0"	"2006"	"2006"	"Wyoming"	"56"	7416
	"< 1 year"	"0"	"2007"	"2007"	"Alabama"	"01"	62907
	"< 1 year"	"0"	"2007"	"2007"	"Alaska"	"02"	10650
	"< 1 year"	"0"	"2007"	"2007"	"Arizona"	"04"	96177
	"< 1 year"	"0"	"2007"	"2007"	"Arkansas"	"05"	40530
	"< 1 year"	"0"	"2007"	"2007"	"California"	"06"	527233
	"< 1 year"	"0"	"2007"	"2007"	"Colorado"	"08"	68795
	"< 1 year"	"0"	"2007"	"2007"	"Connecticut"	"09"	40579
	"< 1 year"	"0"	"2007"	"2007"	"Delaware"	"10"	11619
	"< 1 year"	"0"	"2007"	"2007"	"District of Columbia"	"11"	7735
	"< 1 year"	"0"	"2007"	"2007"	"Florida"	"12"	224817
	"< 1 year"	"0"	"2007"	"2007"	"Georgia"	"13"	144910
	"< 1 year"	"0"	"2007"	"2007"	"Hawaii"	"15"	18620
	"< 1 year"	"0"	"2007"	"2007"	"Idaho"	"16"	24821
