variable.x,coeff,variable.y
IAAA85150,1,B01001C_016E
IAAA85150,1,B01001C_031E
AAAA85150,1,B01001D_016E
AAAA85150,1,B01001E_016E
AAAA85150,1,B01001D_031E
AAAA85150,1,B01001E_031E
BAAA85150,1,B01001B_016E
BAAA85150,1,B01001B_031E
UALA25034,1,B15001_012E
UALA25034,1,B15001_053E
UALA25034,1,B15001_013E
UALA25034,1,B15001_054E
UALA25034,1,B15001_014E
UALA25034,1,B15001_055E
UAMA25034,1,B15001_015E
UAMA25034,1,B15001_056E
UAMA25034,1,B15001_016E
UAMA25034,1,B15001_057E
UAHA25034,1,B15001_017E
UAHA25034,1,B15001_058E
UAHA25034,1,B15001_018E
UAHA25034,1,B15001_059E
UALA35044,1,B15001_020E
UALA35044,1,B15001_061E
UALA35044,1,B15001_021E
UALA35044,1,B15001_062E
UALA35044,1,B15001_022E
UALA35044,1,B15001_063E
UAMA35044,1,B15001_023E
UAMA35044,1,B15001_064E
UAMA35044,1,B15001_024E
UAMA35044,1,B15001_065E
UAHA35044,1,B15001_025E
UAHA35044,1,B15001_066E
UAHA35044,1,B15001_026E
UAHA35044,1,B15001_067E
UALA45064,1,B15001_028E
UALA45064,1,B15001_069E
UALA45064,1,B15001_029E
UALA45064,1,B15001_070E
UALA45064,1,B15001_030E
UALA45064,1,B15001_071E
UAMA45064,1,B15001_031E
UAMA45064,1,B15001_072E
UAMA45064,1,B15001_032E
UAMA45064,1,B15001_073E
UAHA45064,1,B15001_033E
UAHA45064,1,B15001_074E
UAHA45064,1,B15001_034E
UAHA45064,1,B15001_075E
UALA65150,1,B15001_036E
UALA65150,1,B15001_077E
UALA65150,1,B15001_037E
UALA65150,1,B15001_078E
UALA65150,1,B15001_038E
UALA65150,1,B15001_079E
UAMA65150,1,B15001_039E
UAMA65150,1,B15001_080E
UAMA65150,1,B15001_040E
UAMA65150,1,B15001_081E
UAHA65150,1,B15001_041E
UAHA65150,1,B15001_082E
UAHA65150,1,B15001_042E
UAHA65150,1,B15001_083E
UAAA00024,1,B01001A_003E
UAAA00024,1,B01001A_004E
UAAA00024,1,B01001A_005E
UAAA00024,1,B01001A_006E
UAAA00024,1,B01001A_007E
UAAA00024,1,B01001A_008E
UAAA00024,1,B01001C_008E
UAAA00024,1,B01001C_004E
UAAA00024,1,B01001C_005E
UAAA00024,1,B01001C_006E
UAAA00024,1,B01001C_007E
UAAA00024,1,B01001C_003E
UAAA00024,1,B01001D_008E
UAAA00024,1,B01001D_007E
UAAA00024,1,B01001D_004E
UAAA00024,1,B01001D_003E
UAAA00024,1,B01001D_006E
UAAA00024,1,B01001D_005E
UAAA00024,1,B01001E_008E
UAAA00024,1,B01001E_007E
UAAA00024,1,B01001E_006E
UAAA00024,1,B01001E_005E
UAAA00024,1,B01001E_004E
UAAA00024,1,B01001E_003E
UAAA00024,1,B01001B_007E
UAAA00024,1,B01001B_008E
UAAA00024,1,B01001B_005E
UAAA00024,1,B01001B_006E
UAAA00024,1,B01001B_003E
UAAA00024,1,B01001B_004E
UAAA00024,1,B01001A_021E
UAAA00024,1,B01001A_022E
UAAA00024,1,B01001A_023E
UAAA00024,1,B01001A_018E
UAAA00024,1,B01001A_019E
UAAA00024,1,B01001A_020E
UAAA00024,1,B01001C_020E
UAAA00024,1,B01001C_021E
UAAA00024,1,B01001C_022E
UAAA00024,1,B01001C_023E
UAAA00024,1,B01001C_018E
UAAA00024,1,B01001C_019E
UAAA00024,1,B01001D_019E
UAAA00024,1,B01001D_018E
UAAA00024,1,B01001D_022E
UAAA00024,1,B01001D_021E
UAAA00024,1,B01001D_020E
UAAA00024,1,B01001D_023E
UAAA00024,1,B01001E_019E
UAAA00024,1,B01001E_018E
UAAA00024,1,B01001E_023E
UAAA00024,1,B01001E_022E
UAAA00024,1,B01001E_021E
UAAA00024,1,B01001E_020E
UAAA00024,1,B01001B_022E
UAAA00024,1,B01001B_023E
UAAA00024,1,B01001B_020E
UAAA00024,1,B01001B_021E
UAAA00024,1,B01001B_019E
UAAA00024,1,B01001B_018E
UAAA25029,1,B01001A_009E
UAAA25029,1,B01001C_009E
UAAA25029,1,B01001D_009E
UAAA25029,1,B01001E_009E
UAAA25029,1,B01001B_009E
UAAA25029,1,B01001A_024E
UAAA25029,1,B01001C_024E
UAAA25029,1,B01001D_024E
UAAA25029,1,B01001E_024E
UAAA25029,1,B01001B_024E
UAAA30034,1,B01001A_010E
UAAA30034,1,B01001C_010E
UAAA30034,1,B01001D_010E
UAAA30034,1,B01001E_010E
UAAA30034,1,B01001B_010E
UAAA30034,1,B01001A_025E
UAAA30034,1,B01001C_025E
UAAA30034,1,B01001D_025E
UAAA30034,1,B01001E_025E
UAAA30034,1,B01001B_025E
UAAA35044,1,B01001A_011E
UAAA35044,1,B01001C_011E
UAAA35044,1,B01001D_011E
UAAA35044,1,B01001E_011E
UAAA35044,1,B01001B_011E
UAAA35044,1,B01001A_026E
UAAA35044,1,B01001C_026E
UAAA35044,1,B01001D_026E
UAAA35044,1,B01001E_026E
UAAA35044,1,B01001B_026E
UAAA45054,1,B01001A_012E
UAAA45054,1,B01001C_012E
UAAA45054,1,B01001D_012E
UAAA45054,1,B01001E_012E
UAAA45054,1,B01001B_012E
UAAA45054,1,B01001A_027E
UAAA45054,1,B01001C_027E
UAAA45054,1,B01001D_027E
UAAA45054,1,B01001E_027E
UAAA45054,1,B01001B_027E
UAAA55064,1,B01001A_013E
UAAA55064,1,B01001C_013E
UAAA55064,1,B01001D_013E
UAAA55064,1,B01001E_013E
UAAA55064,1,B01001B_013E
UAAA55064,1,B01001A_028E
UAAA55064,1,B01001C_028E
UAAA55064,1,B01001D_028E
UAAA55064,1,B01001E_028E
UAAA55064,1,B01001B_028E
UAAA65074,1,B01001A_014E
UAAA65074,1,B01001C_014E
UAAA65074,1,B01001D_014E
UAAA65074,1,B01001E_014E
UAAA65074,1,B01001B_014E
UAAA65074,1,B01001A_029E
UAAA65074,1,B01001C_029E
UAAA65074,1,B01001D_029E
UAAA65074,1,B01001E_029E
UAAA65074,1,B01001B_029E
UAAA75084,1,B01001A_015E
UAAA75084,1,B01001C_015E
UAAA75084,1,B01001D_015E
UAAA75084,1,B01001E_015E
UAAA75084,1,B01001B_015E
UAAA75084,1,B01001A_030E
UAAA75084,1,B01001C_030E
UAAA75084,1,B01001D_030E
UAAA75084,1,B01001E_030E
UAAA75084,1,B01001B_030E
UAAA85150,1,B01001A_016E
UAAA85150,1,B01001C_016E
UAAA85150,1,B01001D_016E
UAAA85150,1,B01001E_016E
UAAA85150,1,B01001B_016E
UAAA85150,1,B01001A_031E
UAAA85150,1,B01001C_031E
UAAA85150,1,B01001D_031E
UAAA85150,1,B01001E_031E
UAAA85150,1,B01001B_031E
