"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2007"	"2007"	10	1069117	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2012"	"2012"	12	995347	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2013"	"2013"	10	628154	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2014"	"2014"	10	347207	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2005"	"2005"	15	1415667	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2006"	"2006"	10	1398625	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2007"	"2007"	13	1379037	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2008"	"2008"	11	1361868	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2011"	"2011"	15	1406326	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2012"	"2012"	13	1429689	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2013"	"2013"	12	1441380	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2014"	"2014"	15	1450161	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2015"	"2015"	15	1448149	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2016"	"2016"	17	1430285	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2014"	"2014"	15	347332	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2015"	"2015"	14	351282	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	10	405761	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	10	419915	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	12	431250	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	15	446154	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	15	453337	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2005"	"2005"	10	192232	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2009"	"2009"	10	200649	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2013"	"2013"	16	186332	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2014"	"2014"	10	183333	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2015"	"2015"	17	181817	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2016"	"2016"	22	180154	12.2
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	11	1887289	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	12	1979756	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	18	2001607	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	32	2028643	1.6
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2006"	"2006"	29	2044103	1.4
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2007"	"2007"	18	2044850	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2008"	"2008"	28	2042509	1.4
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2009"	"2009"	51	2047549	2.5
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2010"	"2010"	36	2030478	1.8
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2011"	"2011"	41	1989088	2.1
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2012"	"2012"	49	1954361	2.5
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2013"	"2013"	52	1926388	2.7
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2014"	"2014"	51	1919896	2.7
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2015"	"2015"	74	1925970	3.8
	"45-49 years"	"45-49"	"California"	"06"	"White"	"2106-3"	"2016"	"2016"	87	1922841	4.5
	"45-49 years"	"45-49"	"Florida"	"12"	"Black or African American"	"2054-5"	"2008"	"2008"	11	214681	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"Black or African American"	"2054-5"	"2014"	"2014"	13	215119	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"Black or African American"	"2054-5"	"2015"	"2015"	11	216070	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"Black or African American"	"2054-5"	"2016"	"2016"	11	219027	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2001"	"2001"	11	938883	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2002"	"2002"	13	976362	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2003"	"2003"	16	1008353	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2005"	"2005"	12	1076777	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2006"	"2006"	15	1107468	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2007"	"2007"	22	1119951	2.0
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2008"	"2008"	16	1128141	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2009"	"2009"	26	1135903	2.3
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2010"	"2010"	10	1134654	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2011"	"2011"	12	1110534	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2012"	"2012"	15	1088238	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2013"	"2013"	18	1057205	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2014"	"2014"	17	1038607	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2015"	"2015"	14	1037563	Unreliable
	"45-49 years"	"45-49"	"Florida"	"12"	"White"	"2106-3"	"2016"	"2016"	26	1049889	2.5
	"45-49 years"	"45-49"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2010"	"2010"	11	223003	Unreliable
	"45-49 years"	"45-49"	"Indiana"	"18"	"White"	"2106-3"	"2009"	"2009"	12	428270	Unreliable
	"45-49 years"	"45-49"	"Indiana"	"18"	"White"	"2106-3"	"2016"	"2016"	11	369498	Unreliable
	"45-49 years"	"45-49"	"Kentucky"	"21"	"White"	"2106-3"	"2015"	"2015"	11	259890	Unreliable
	"45-49 years"	"45-49"	"Michigan"	"26"	"White"	"2106-3"	"2008"	"2008"	11	647054	Unreliable
	"45-49 years"	"45-49"	"Michigan"	"26"	"White"	"2106-3"	"2009"	"2009"	11	637303	Unreliable
	"45-49 years"	"45-49"	"Michigan"	"26"	"White"	"2106-3"	"2011"	"2011"	11	599224	Unreliable
	"45-49 years"	"45-49"	"Michigan"	"26"	"White"	"2106-3"	"2012"	"2012"	10	579904	Unreliable
	"45-49 years"	"45-49"	"Minnesota"	"27"	"White"	"2106-3"	"2003"	"2003"	10	367982	Unreliable
	"45-49 years"	"45-49"	"New Mexico"	"35"	"White"	"2106-3"	"2012"	"2012"	10	111963	Unreliable
	"45-49 years"	"45-49"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	15	1073928	Unreliable
	"45-49 years"	"45-49"	"North Carolina"	"37"	"White"	"2106-3"	"2016"	"2016"	10	506623	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2001"	"2001"	10	750293	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2002"	"2002"	12	764608	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2003"	"2003"	12	777642	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2004"	"2004"	12	785048	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2005"	"2005"	16	785429	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2006"	"2006"	13	786995	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2007"	"2007"	15	777080	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2008"	"2008"	15	762845	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2009"	"2009"	12	750269	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2010"	"2010"	20	738037	2.7
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2011"	"2011"	19	708363	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2012"	"2012"	16	685553	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2013"	"2013"	17	665093	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2014"	"2014"	18	647056	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2015"	"2015"	15	638648	Unreliable
	"45-49 years"	"45-49"	"Ohio"	"39"	"White"	"2106-3"	"2016"	"2016"	19	636317	Unreliable
	"45-49 years"	"45-49"	"Oregon"	"41"	"White"	"2106-3"	"2016"	"2016"	10	231046	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2003"	"2003"	12	857362	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2005"	"2005"	14	868579	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2007"	"2007"	12	862117	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2008"	"2008"	11	847557	Unreliable
	"45-49 years"	"45-49"	"Pennsylvania"	"42"	"White"	"2106-3"	"2011"	"2011"	11	795427	Unreliable
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2003"	"2003"	10	363746	Unreliable
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2014"	"2014"	10	350509	Unreliable
	"45-49 years"	"45-49"	"Tennessee"	"47"	"White"	"2106-3"	"2015"	"2015"	11	350160	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"Black or African American"	"2054-5"	"2011"	"2011"	10	225627	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2000"	"2000"	15	1196781	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2001"	"2001"	15	1242408	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2002"	"2002"	16	1285120	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2003"	"2003"	20	1317481	1.5
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2004"	"2004"	24	1344062	1.8
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2005"	"2005"	19	1372770	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2006"	"2006"	19	1403465	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2007"	"2007"	32	1419192	2.3
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2008"	"2008"	24	1431925	1.7
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2009"	"2009"	26	1444428	1.8
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2010"	"2010"	22	1438951	1.5
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2011"	"2011"	28	1417068	2.0
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2012"	"2012"	13	1393288	Unreliable
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2013"	"2013"	27	1371045	2.0
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2014"	"2014"	27	1372189	2.0
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2015"	"2015"	23	1394016	1.6
	"45-49 years"	"45-49"	"Texas"	"48"	"White"	"2106-3"	"2016"	"2016"	23	1423090	1.6
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2014"	"2014"	11	407805	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2015"	"2015"	11	402623	Unreliable
	"45-49 years"	"45-49"	"Virginia"	"51"	"White"	"2106-3"	"2016"	"2016"	14	405162	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2008"	"2008"	13	429864	Unreliable
	"45-49 years"	"45-49"	"Washington"	"53"	"White"	"2106-3"	"2016"	"2016"	10	389687	Unreliable
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2006"	"2006"	10	333742	Unreliable
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2008"	"2008"	11	355235	Unreliable
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2011"	"2011"	10	371352	Unreliable
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2012"	"2012"	17	373038	Unreliable
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2013"	"2013"	19	373502	Unreliable
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2014"	"2014"	17	375392	Unreliable
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2015"	"2015"	26	372947	7.0
	"50-54 years"	"50-54"	"Arizona"	"04"	"White"	"2106-3"	"2016"	"2016"	24	366416	6.5
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	11	386132	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	14	400014	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	14	409791	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	12	424382	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	18	429529	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	26	427013	6.1
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2007"	"2007"	13	169547	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2009"	"2009"	16	181970	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2010"	"2010"	18	187548	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2011"	"2011"	18	191525	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2012"	"2012"	18	193185	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2013"	"2013"	29	193241	15.0
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2014"	"2014"	28	193564	14.5
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2015"	"2015"	35	191622	18.3
	"50-54 years"	"50-54"	"California"	"06"	"Black or African American"	"2054-5"	"2016"	"2016"	44	187435	23.5
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	22	1594218	1.4
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	16	1679152	Unreliable
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	30	1675061	1.8
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	41	1706084	2.4
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	35	1743606	2.0
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	45	1777971	2.5
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2006"	"2006"	60	1811478	3.3
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2007"	"2007"	66	1853714	3.6
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2008"	"2008"	74	1891702	3.9
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2009"	"2009"	73	1916729	3.8
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2010"	"2010"	74	1945347	3.8
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2011"	"2011"	80	1973370	4.1
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2012"	"2012"	104	1979895	5.3
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2013"	"2013"	105	1980686	5.3
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2014"	"2014"	87	1993938	4.4
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2015"	"2015"	137	1973838	6.9
	"50-54 years"	"50-54"	"California"	"06"	"White"	"2106-3"	"2016"	"2016"	174	1926771	9.0
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2002"	"2002"	11	137669	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2003"	"2003"	11	145329	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2004"	"2004"	10	154761	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2006"	"2006"	13	173417	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2007"	"2007"	12	182613	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2008"	"2008"	17	192119	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2010"	"2010"	16	204797	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2011"	"2011"	11	210655	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2012"	"2012"	10	213640	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2014"	"2014"	12	220161	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2015"	"2015"	18	222274	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"Black or African American"	"2054-5"	"2016"	"2016"	22	223076	9.9
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2000"	"2000"	14	842131	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2001"	"2001"	16	895549	Unreliable
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2002"	"2002"	25	898613	2.8
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2003"	"2003"	25	916049	2.7
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2004"	"2004"	23	944013	2.4
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2005"	"2005"	22	979481	2.2
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2006"	"2006"	45	1006399	4.5
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2007"	"2007"	41	1032757	4.0
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2008"	"2008"	30	1054557	2.8
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2009"	"2009"	43	1073882	4.0
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2010"	"2010"	40	1092469	3.7
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2011"	"2011"	33	1115731	3.0
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2012"	"2012"	36	1129576	3.2
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2013"	"2013"	39	1143403	3.4
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2014"	"2014"	44	1160110	3.8
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2015"	"2015"	45	1165113	3.9
	"50-54 years"	"50-54"	"Florida"	"12"	"White"	"2106-3"	"2016"	"2016"	42	1154038	3.6
	"50-54 years"	"50-54"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2003"	"2003"	10	145920	Unreliable
	"50-54 years"	"50-54"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2007"	"2007"	10	178980	Unreliable
	"50-54 years"	"50-54"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2011"	"2011"	11	203751	Unreliable
	"50-54 years"	"50-54"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2014"	"2014"	10	216399	Unreliable
	"50-54 years"	"50-54"	"Georgia"	"13"	"White"	"2106-3"	"2011"	"2011"	11	451379	Unreliable
	"50-54 years"	"50-54"	"Georgia"	"13"	"White"	"2106-3"	"2015"	"2015"	10	458672	Unreliable
	"50-54 years"	"50-54"	"Georgia"	"13"	"White"	"2106-3"	"2016"	"2016"	13	451824	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2015"	"2015"	11	126585	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2000"	"2000"	13	623085	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2001"	"2001"	11	658879	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2003"	"2003"	13	665374	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2005"	"2005"	16	692668	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2006"	"2006"	10	705216	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2007"	"2007"	12	721078	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2009"	"2009"	21	747354	2.8
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2012"	"2012"	10	757341	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2013"	"2013"	16	749711	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2014"	"2014"	11	742181	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2015"	"2015"	15	726136	Unreliable
	"50-54 years"	"50-54"	"Illinois"	"17"	"White"	"2106-3"	"2016"	"2016"	25	700610	3.6
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2002"	"2002"	11	367708	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2006"	"2006"	12	399941	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2007"	"2007"	15	409142	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2008"	"2008"	11	417453	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2009"	"2009"	17	421396	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2011"	"2011"	14	427881	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2012"	"2012"	20	425414	4.7
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2013"	"2013"	18	422009	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2014"	"2014"	16	418831	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2015"	"2015"	14	411060	Unreliable
	"50-54 years"	"50-54"	"Indiana"	"18"	"White"	"2106-3"	"2016"	"2016"	15	396376	Unreliable
