"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"40-44 years"	"40-44"	"California"	"06"	"White"	"2106-3"	"2009"	"2009"	17	1954419	Unreliable
	"40-44 years"	"40-44"	"California"	"06"	"White"	"2106-3"	"2010"	"2010"	19	1954406	Unreliable
	"40-44 years"	"40-44"	"California"	"06"	"White"	"2106-3"	"2011"	"2011"	16	1970966	Unreliable
	"40-44 years"	"40-44"	"California"	"06"	"White"	"2106-3"	"2012"	"2012"	21	1958469	1.1
	"40-44 years"	"40-44"	"California"	"06"	"White"	"2106-3"	"2013"	"2013"	15	1930865	Unreliable
	"40-44 years"	"40-44"	"California"	"06"	"White"	"2106-3"	"2015"	"2015"	16	1866637	Unreliable
	"40-44 years"	"40-44"	"California"	"06"	"White"	"2106-3"	"2016"	"2016"	13	1815000	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2000"	"2000"	16	1002264	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2001"	"2001"	35	1037250	3.4
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2002"	"2002"	16	1058164	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2003"	"2003"	15	1074716	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2004"	"2004"	25	1097814	2.3
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2005"	"2005"	25	1107989	2.3
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2006"	"2006"	22	1097103	2.0
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2007"	"2007"	15	1069117	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2008"	"2008"	19	1036313	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2009"	"2009"	19	1003682	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2010"	"2010"	17	992855	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2011"	"2011"	19	995452	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2012"	"2012"	13	995347	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2013"	"2013"	18	986542	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2014"	"2014"	17	978715	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2015"	"2015"	12	963708	Unreliable
	"40-44 years"	"40-44"	"Florida"	"12"	"White"	"2106-3"	"2016"	"2016"	12	944648	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2000"	"2000"	13	449021	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2001"	"2001"	10	459782	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2002"	"2002"	11	463912	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2003"	"2003"	11	466180	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2004"	"2004"	11	469982	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2005"	"2005"	14	470998	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2007"	"2007"	12	460711	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2008"	"2008"	13	453731	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2009"	"2009"	11	446482	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2010"	"2010"	14	445521	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2012"	"2012"	10	452468	Unreliable
	"40-44 years"	"40-44"	"Georgia"	"13"	"White"	"2106-3"	"2015"	"2015"	13	426411	Unreliable
	"40-44 years"	"40-44"	"Illinois"	"17"	"White"	"2106-3"	"2001"	"2001"	11	811771	Unreliable
	"40-44 years"	"40-44"	"Illinois"	"17"	"White"	"2106-3"	"2002"	"2002"	13	809482	Unreliable
	"40-44 years"	"40-44"	"Illinois"	"17"	"White"	"2106-3"	"2006"	"2006"	13	754709	Unreliable
	"40-44 years"	"40-44"	"Illinois"	"17"	"White"	"2106-3"	"2008"	"2008"	10	713156	Unreliable
	"40-44 years"	"40-44"	"Illinois"	"17"	"White"	"2106-3"	"2010"	"2010"	12	689286	Unreliable
	"40-44 years"	"40-44"	"Indiana"	"18"	"White"	"2106-3"	"2001"	"2001"	11	440083	Unreliable
	"40-44 years"	"40-44"	"Indiana"	"18"	"White"	"2106-3"	"2002"	"2002"	11	438173	Unreliable
	"40-44 years"	"40-44"	"Indiana"	"18"	"White"	"2106-3"	"2005"	"2005"	12	426308	Unreliable
	"40-44 years"	"40-44"	"Indiana"	"18"	"White"	"2106-3"	"2006"	"2006"	11	414606	Unreliable
	"40-44 years"	"40-44"	"Indiana"	"18"	"White"	"2106-3"	"2007"	"2007"	13	402966	Unreliable
	"40-44 years"	"40-44"	"Indiana"	"18"	"White"	"2106-3"	"2008"	"2008"	16	390573	Unreliable
	"40-44 years"	"40-44"	"Indiana"	"18"	"White"	"2106-3"	"2009"	"2009"	14	378939	Unreliable
	"40-44 years"	"40-44"	"Indiana"	"18"	"White"	"2106-3"	"2011"	"2011"	14	376228	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2001"	"2001"	11	295614	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2002"	"2002"	10	294483	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2004"	"2004"	11	293273	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2005"	"2005"	12	290750	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2006"	"2006"	12	285920	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2007"	"2007"	16	279649	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2008"	"2008"	17	272723	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2009"	"2009"	16	266437	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2011"	"2011"	13	264969	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2012"	"2012"	15	263850	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2013"	"2013"	13	261743	Unreliable
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2014"	"2014"	21	256139	8.2
	"40-44 years"	"40-44"	"Kentucky"	"21"	"White"	"2106-3"	"2015"	"2015"	10	250594	Unreliable
	"40-44 years"	"40-44"	"Michigan"	"26"	"White"	"2106-3"	"2000"	"2000"	15	684065	Unreliable
	"40-44 years"	"40-44"	"Michigan"	"26"	"White"	"2106-3"	"2002"	"2002"	15	677748	Unreliable
	"40-44 years"	"40-44"	"Michigan"	"26"	"White"	"2106-3"	"2004"	"2004"	13	659769	Unreliable
	"40-44 years"	"40-44"	"Michigan"	"26"	"White"	"2106-3"	"2005"	"2005"	13	643871	Unreliable
	"40-44 years"	"40-44"	"Michigan"	"26"	"White"	"2106-3"	"2006"	"2006"	13	622443	Unreliable
	"40-44 years"	"40-44"	"Michigan"	"26"	"White"	"2106-3"	"2015"	"2015"	10	473382	Unreliable
	"40-44 years"	"40-44"	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	10	387249	Unreliable
	"40-44 years"	"40-44"	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	13	392187	Unreliable
	"40-44 years"	"40-44"	"Missouri"	"29"	"White"	"2106-3"	"2006"	"2006"	14	368705	Unreliable
	"40-44 years"	"40-44"	"Missouri"	"29"	"White"	"2106-3"	"2007"	"2007"	11	354262	Unreliable
	"40-44 years"	"40-44"	"Missouri"	"29"	"White"	"2106-3"	"2008"	"2008"	11	339136	Unreliable
	"40-44 years"	"40-44"	"Missouri"	"29"	"White"	"2106-3"	"2009"	"2009"	13	327851	Unreliable
	"40-44 years"	"40-44"	"Missouri"	"29"	"White"	"2106-3"	"2010"	"2010"	11	323463	Unreliable
	"40-44 years"	"40-44"	"Missouri"	"29"	"White"	"2106-3"	"2015"	"2015"	11	302628	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2000"	"2000"	14	1137735	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2001"	"2001"	10	1148510	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2002"	"2002"	13	1145534	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2004"	"2004"	17	1130388	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2005"	"2005"	23	1107465	2.1
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2006"	"2006"	16	1077488	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2007"	"2007"	12	1046874	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2008"	"2008"	12	1017333	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	12	986528	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	12	972566	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2011"	"2011"	11	962378	Unreliable
	"40-44 years"	"40-44"	"New York"	"36"	"White"	"2106-3"	"2012"	"2012"	13	942744	Unreliable
	"40-44 years"	"40-44"	"North Carolina"	"37"	"White"	"2106-3"	"2000"	"2000"	11	476301	Unreliable
	"40-44 years"	"40-44"	"North Carolina"	"37"	"White"	"2106-3"	"2001"	"2001"	11	487618	Unreliable
	"40-44 years"	"40-44"	"North Carolina"	"37"	"White"	"2106-3"	"2002"	"2002"	15	492135	Unreliable
	"40-44 years"	"40-44"	"North Carolina"	"37"	"White"	"2106-3"	"2008"	"2008"	15	492117	Unreliable
	"40-44 years"	"40-44"	"North Carolina"	"37"	"White"	"2106-3"	"2012"	"2012"	21	501120	4.2
	"40-44 years"	"40-44"	"North Carolina"	"37"	"White"	"2106-3"	"2014"	"2014"	15	489976	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2000"	"2000"	14	804251	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2001"	"2001"	15	805668	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2002"	"2002"	12	795227	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2003"	"2003"	15	780234	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2004"	"2004"	15	767526	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2005"	"2005"	15	749991	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2006"	"2006"	19	724213	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2007"	"2007"	24	700891	3.4
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2008"	"2008"	26	678296	3.8
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2009"	"2009"	11	659682	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2010"	"2010"	12	650099	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2011"	"2011"	30	649294	4.6
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2012"	"2012"	23	640780	3.6
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2013"	"2013"	11	628154	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2014"	"2014"	13	609831	Unreliable
	"40-44 years"	"40-44"	"Ohio"	"39"	"White"	"2106-3"	"2015"	"2015"	14	589292	Unreliable
	"40-44 years"	"40-44"	"Oklahoma"	"40"	"White"	"2106-3"	"2007"	"2007"	10	193626	Unreliable
	"40-44 years"	"40-44"	"Oklahoma"	"40"	"White"	"2106-3"	"2010"	"2010"	11	182266	Unreliable
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"White"	"2106-3"	"2001"	"2001"	13	882072	Unreliable
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"White"	"2106-3"	"2003"	"2003"	15	855588	Unreliable
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"White"	"2106-3"	"2004"	"2004"	14	842036	Unreliable
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"White"	"2106-3"	"2007"	"2007"	11	778292	Unreliable
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"White"	"2106-3"	"2009"	"2009"	14	734172	Unreliable
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"White"	"2106-3"	"2012"	"2012"	11	699026	Unreliable
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"White"	"2106-3"	"2013"	"2013"	11	677995	Unreliable
	"40-44 years"	"40-44"	"South Carolina"	"45"	"White"	"2106-3"	"2012"	"2012"	11	216881	Unreliable
	"40-44 years"	"40-44"	"South Carolina"	"45"	"White"	"2106-3"	"2016"	"2016"	10	205495	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2001"	"2001"	11	372330	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2002"	"2002"	16	371485	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2003"	"2003"	19	371760	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2004"	"2004"	16	373680	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2005"	"2005"	10	373009	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2006"	"2006"	20	369805	5.4
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2007"	"2007"	14	364388	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2008"	"2008"	19	357421	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2009"	"2009"	15	350138	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2010"	"2010"	13	348327	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2011"	"2011"	16	352532	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2012"	"2012"	10	353201	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2013"	"2013"	13	352894	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2014"	"2014"	17	347207	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2015"	"2015"	13	338595	Unreliable
	"40-44 years"	"40-44"	"Tennessee"	"47"	"White"	"2106-3"	"2016"	"2016"	14	327156	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2000"	"2000"	19	1369565	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2001"	"2001"	12	1402839	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2002"	"2002"	23	1413327	1.6
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2003"	"2003"	20	1420941	1.4
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2004"	"2004"	23	1427996	1.6
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2005"	"2005"	22	1415667	1.6
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2006"	"2006"	17	1398625	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2007"	"2007"	18	1379037	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2008"	"2008"	21	1361868	1.5
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2009"	"2009"	16	1358903	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2010"	"2010"	13	1369676	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2011"	"2011"	16	1406326	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2012"	"2012"	15	1429689	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2013"	"2013"	26	1441380	1.8
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2014"	"2014"	13	1450161	Unreliable
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2015"	"2015"	22	1448149	1.5
	"40-44 years"	"40-44"	"Texas"	"48"	"White"	"2106-3"	"2016"	"2016"	18	1430285	Unreliable
	"45-49 years"	"45-49"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2012"	"2012"	11	83673	Unreliable
	"45-49 years"	"45-49"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2014"	"2014"	12	79918	Unreliable
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2000"	"2000"	13	232127	Unreliable
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	14	236934	Unreliable
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	23	241586	9.5
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	20	245573	8.1
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2004"	"2004"	20	247599	8.1
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2005"	"2005"	21	249723	8.4
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	21	252907	8.3
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	27	252812	10.7
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	23	252500	9.1
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2009"	"2009"	29	252844	11.5
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	28	251506	11.1
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	26	243271	10.7
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2012"	"2012"	28	235947	11.9
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	34	229522	14.8
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	11	224358	Unreliable
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2015"	"2015"	31	222363	13.9
	"45-49 years"	"45-49"	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	21	224488	9.4
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2000"	"2000"	15	299029	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2001"	"2001"	13	310905	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2002"	"2002"	16	321335	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2003"	"2003"	18	331716	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2004"	"2004"	18	339967	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2005"	"2005"	18	352014	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2006"	"2006"	17	362491	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2007"	"2007"	16	368824	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2008"	"2008"	18	370853	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2009"	"2009"	13	371840	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2010"	"2010"	18	369685	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2011"	"2011"	14	361316	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2012"	"2012"	20	353832	5.7
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2013"	"2013"	19	348334	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2014"	"2014"	11	347332	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2015"	"2015"	13	351282	Unreliable
	"45-49 years"	"45-49"	"Arizona"	"04"	"White"	"2106-3"	"2016"	"2016"	20	357955	5.6
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2000"	"2000"	10	151647	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2002"	"2002"	11	158508	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2003"	"2003"	17	160642	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2005"	"2005"	17	164387	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2007"	"2007"	21	167266	12.6
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2008"	"2008"	23	168888	13.6
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2009"	"2009"	19	170392	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2010"	"2010"	19	169801	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2011"	"2011"	16	164600	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2012"	"2012"	20	159642	12.5
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2013"	"2013"	16	154085	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2014"	"2014"	20	149666	13.4
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2015"	"2015"	12	148576	Unreliable
	"45-49 years"	"45-49"	"Arkansas"	"05"	"White"	"2106-3"	"2016"	"2016"	14	150545	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2000"	"2000"	11	162143	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2001"	"2001"	14	168233	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2002"	"2002"	13	175103	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2003"	"2003"	14	181582	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2004"	"2004"	17	186610	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2005"	"2005"	24	192232	12.5
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2007"	"2007"	14	198340	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2008"	"2008"	11	199553	Unreliable
	"45-49 years"	"45-49"	"California"	"06"	"Black or African American"	"2054-5"	"2009"	"2009"	10	200649	Unreliable
