"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"25-29 years"	"25-29"	"Florida"	"12"	"White"	"2106-3"	"2001"	"2001"	12	753473	Unreliable
	"25-29 years"	"25-29"	"Florida"	"12"	"White"	"2106-3"	"2003"	"2003"	14	761187	Unreliable
	"25-29 years"	"25-29"	"Florida"	"12"	"White"	"2106-3"	"2005"	"2005"	10	822315	Unreliable
	"25-29 years"	"25-29"	"Florida"	"12"	"White"	"2106-3"	"2007"	"2007"	15	878661	Unreliable
	"25-29 years"	"25-29"	"Florida"	"12"	"White"	"2106-3"	"2008"	"2008"	10	886269	Unreliable
	"25-29 years"	"25-29"	"Florida"	"12"	"White"	"2106-3"	"2014"	"2014"	10	966466	Unreliable
	"25-29 years"	"25-29"	"Florida"	"12"	"White"	"2106-3"	"2015"	"2015"	14	1001287	Unreliable
	"25-29 years"	"25-29"	"Florida"	"12"	"White"	"2106-3"	"2016"	"2016"	14	1027456	Unreliable
	"25-29 years"	"25-29"	"Georgia"	"13"	"White"	"2106-3"	"2009"	"2009"	10	422279	Unreliable
	"25-29 years"	"25-29"	"Georgia"	"13"	"White"	"2106-3"	"2010"	"2010"	10	416574	Unreliable
	"25-29 years"	"25-29"	"Illinois"	"17"	"White"	"2106-3"	"2005"	"2005"	10	673867	Unreliable
	"25-29 years"	"25-29"	"Illinois"	"17"	"White"	"2106-3"	"2007"	"2007"	18	694439	Unreliable
	"25-29 years"	"25-29"	"Illinois"	"17"	"White"	"2106-3"	"2008"	"2008"	10	706342	Unreliable
	"25-29 years"	"25-29"	"Indiana"	"18"	"White"	"2106-3"	"2000"	"2000"	11	359828	Unreliable
	"25-29 years"	"25-29"	"Indiana"	"18"	"White"	"2106-3"	"2010"	"2010"	11	360298	Unreliable
	"25-29 years"	"25-29"	"Indiana"	"18"	"White"	"2106-3"	"2012"	"2012"	10	355047	Unreliable
	"25-29 years"	"25-29"	"Kentucky"	"21"	"White"	"2106-3"	"2003"	"2003"	12	235793	Unreliable
	"25-29 years"	"25-29"	"Kentucky"	"21"	"White"	"2106-3"	"2004"	"2004"	12	238950	Unreliable
	"25-29 years"	"25-29"	"Kentucky"	"21"	"White"	"2106-3"	"2005"	"2005"	12	245152	Unreliable
	"25-29 years"	"25-29"	"Kentucky"	"21"	"White"	"2106-3"	"2007"	"2007"	14	256716	Unreliable
	"25-29 years"	"25-29"	"Michigan"	"26"	"White"	"2106-3"	"2002"	"2002"	10	468025	Unreliable
	"25-29 years"	"25-29"	"Michigan"	"26"	"White"	"2106-3"	"2008"	"2008"	12	481179	Unreliable
	"25-29 years"	"25-29"	"Michigan"	"26"	"White"	"2106-3"	"2011"	"2011"	12	466010	Unreliable
	"25-29 years"	"25-29"	"Missouri"	"29"	"White"	"2106-3"	"2013"	"2013"	11	329843	Unreliable
	"25-29 years"	"25-29"	"Missouri"	"29"	"White"	"2106-3"	"2014"	"2014"	10	329635	Unreliable
	"25-29 years"	"25-29"	"Missouri"	"29"	"White"	"2106-3"	"2015"	"2015"	11	330862	Unreliable
	"25-29 years"	"25-29"	"New York"	"36"	"Black or African American"	"2054-5"	"2006"	"2006"	10	254096	Unreliable
	"25-29 years"	"25-29"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	16	897445	Unreliable
	"25-29 years"	"25-29"	"New York"	"36"	"White"	"2106-3"	"2006"	"2006"	11	922347	Unreliable
	"25-29 years"	"25-29"	"New York"	"36"	"White"	"2106-3"	"2008"	"2008"	19	944133	Unreliable
	"25-29 years"	"25-29"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	12	955733	Unreliable
	"25-29 years"	"25-29"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	11	962320	Unreliable
	"25-29 years"	"25-29"	"New York"	"36"	"White"	"2106-3"	"2011"	"2011"	11	977755	Unreliable
	"25-29 years"	"25-29"	"New York"	"36"	"White"	"2106-3"	"2015"	"2015"	10	1008939	Unreliable
	"25-29 years"	"25-29"	"Ohio"	"39"	"White"	"2106-3"	"2000"	"2000"	13	619411	Unreliable
	"25-29 years"	"25-29"	"Ohio"	"39"	"White"	"2106-3"	"2001"	"2001"	11	587736	Unreliable
	"25-29 years"	"25-29"	"Ohio"	"39"	"White"	"2106-3"	"2002"	"2002"	10	578245	Unreliable
	"25-29 years"	"25-29"	"Ohio"	"39"	"White"	"2106-3"	"2004"	"2004"	20	593958	3.4
	"25-29 years"	"25-29"	"Ohio"	"39"	"White"	"2106-3"	"2006"	"2006"	15	617196	Unreliable
	"25-29 years"	"25-29"	"Ohio"	"39"	"White"	"2106-3"	"2009"	"2009"	11	604167	Unreliable
	"25-29 years"	"25-29"	"Ohio"	"39"	"White"	"2106-3"	"2012"	"2012"	14	592720	Unreliable
	"25-29 years"	"25-29"	"Ohio"	"39"	"White"	"2106-3"	"2013"	"2013"	11	600418	Unreliable
	"25-29 years"	"25-29"	"Pennsylvania"	"42"	"White"	"2106-3"	"2001"	"2001"	10	583670	Unreliable
	"25-29 years"	"25-29"	"Pennsylvania"	"42"	"White"	"2106-3"	"2002"	"2002"	11	574839	Unreliable
	"25-29 years"	"25-29"	"Pennsylvania"	"42"	"White"	"2106-3"	"2010"	"2010"	13	638522	Unreliable
	"25-29 years"	"25-29"	"Pennsylvania"	"42"	"White"	"2106-3"	"2011"	"2011"	11	651119	Unreliable
	"25-29 years"	"25-29"	"Pennsylvania"	"42"	"White"	"2106-3"	"2012"	"2012"	10	658250	Unreliable
	"25-29 years"	"25-29"	"Tennessee"	"47"	"White"	"2106-3"	"2009"	"2009"	12	329048	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2001"	"2001"	24	1298375	1.8
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2002"	"2002"	16	1296355	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2003"	"2003"	17	1296525	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2004"	"2004"	13	1312720	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2005"	"2005"	18	1341706	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2006"	"2006"	13	1383465	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2007"	"2007"	23	1425333	1.6
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2008"	"2008"	20	1464821	1.4
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2009"	"2009"	23	1489655	1.5
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2010"	"2010"	19	1497055	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2011"	"2011"	19	1514178	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2012"	"2012"	22	1522896	1.4
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2013"	"2013"	17	1531977	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2014"	"2014"	18	1557609	Unreliable
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2015"	"2015"	22	1588996	1.4
	"25-29 years"	"25-29"	"Texas"	"48"	"White"	"2106-3"	"2016"	"2016"	18	1619646	Unreliable
	"25-29 years"	"25-29"	"Virginia"	"51"	"White"	"2106-3"	"2007"	"2007"	11	372768	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2006"	"2006"	11	79101	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"Black or African American"	"2054-5"	"2008"	"2008"	12	80514	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2000"	"2000"	15	218949	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2001"	"2001"	13	219244	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2002"	"2002"	15	218438	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	16	217070	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2004"	"2004"	15	213151	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2006"	"2006"	12	201520	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	11	198587	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2008"	"2008"	11	198793	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	11	203979	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2011"	"2011"	22	207510	10.6
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2013"	"2013"	20	209519	9.5
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2014"	"2014"	12	209817	Unreliable
	"30-34 years"	"30-34"	"Alabama"	"01"	"White"	"2106-3"	"2016"	"2016"	12	206871	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2001"	"2001"	12	329453	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2002"	"2002"	11	334728	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2006"	"2006"	11	335820	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2007"	"2007"	12	337669	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2010"	"2010"	12	347912	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2011"	"2011"	11	355605	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2012"	"2012"	14	359714	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2013"	"2013"	10	363903	Unreliable
	"30-34 years"	"30-34"	"Arizona"	"04"	"White"	"2106-3"	"2015"	"2015"	11	366523	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2000"	"2000"	15	144657	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2001"	"2001"	15	145138	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2003"	"2003"	11	144464	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2004"	"2004"	10	143055	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2005"	"2005"	17	141174	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2006"	"2006"	20	139008	14.4
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2007"	"2007"	15	138072	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2008"	"2008"	15	139787	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2009"	"2009"	10	142685	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2010"	"2010"	12	145451	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2012"	"2012"	15	150716	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2013"	"2013"	13	151642	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2014"	"2014"	18	152177	Unreliable
	"30-34 years"	"30-34"	"Arkansas"	"05"	"White"	"2106-3"	"2015"	"2015"	14	151317	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	12	401773	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	14	431770	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	10	486507	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"Black or African American"	"2054-5"	"2007"	"2007"	11	171687	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"Black or African American"	"2054-5"	"2009"	"2009"	12	177849	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"Black or African American"	"2054-5"	"2013"	"2013"	10	194672	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"Black or African American"	"2054-5"	"2014"	"2014"	10	198685	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"Black or African American"	"2054-5"	"2016"	"2016"	14	204240	Unreliable
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2000"	"2000"	39	2097402	1.9
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2001"	"2001"	42	2112974	2.0
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	41	2097605	2.0
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	47	2066082	2.3
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	46	2017096	2.3
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	48	1946005	2.5
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2006"	"2006"	36	1887336	1.9
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2007"	"2007"	42	1861923	2.3
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2008"	"2008"	35	1863176	1.9
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2009"	"2009"	37	1886991	2.0
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2010"	"2010"	38	1912643	2.0
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2011"	"2011"	50	1961099	2.5
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2012"	"2012"	40	1992336	2.0
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2013"	"2013"	37	2029177	1.8
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2014"	"2014"	34	2058807	1.7
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2015"	"2015"	36	2067679	1.7
	"30-34 years"	"30-34"	"California"	"06"	"White"	"2106-3"	"2016"	"2016"	42	2070316	2.0
	"30-34 years"	"30-34"	"Colorado"	"08"	"White"	"2106-3"	"2010"	"2010"	10	314124	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2000"	"2000"	17	181895	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2001"	"2001"	17	185293	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2002"	"2002"	19	189598	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2003"	"2003"	10	193904	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2005"	"2005"	12	201028	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2007"	"2007"	13	201820	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2008"	"2008"	17	203834	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2009"	"2009"	14	209669	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2010"	"2010"	12	215845	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2012"	"2012"	12	233835	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2013"	"2013"	13	240096	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2014"	"2014"	10	247962	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"Black or African American"	"2054-5"	"2016"	"2016"	18	258562	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2000"	"2000"	32	872244	3.7
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2001"	"2001"	36	878130	4.1
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2002"	"2002"	36	883054	4.1
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2003"	"2003"	29	878818	3.3
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2004"	"2004"	32	874211	3.7
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2005"	"2005"	19	862351	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2006"	"2006"	22	842619	2.6
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2007"	"2007"	28	828476	3.4
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2008"	"2008"	25	824698	3.0
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2009"	"2009"	20	829032	2.4
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2010"	"2010"	18	842473	Unreliable
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2011"	"2011"	24	863352	2.8
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2012"	"2012"	20	886091	2.3
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2013"	"2013"	24	904885	2.7
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2014"	"2014"	31	928633	3.3
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2015"	"2015"	20	950808	2.1
	"30-34 years"	"30-34"	"Florida"	"12"	"White"	"2106-3"	"2016"	"2016"	33	971890	3.4
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2000"	"2000"	10	196218	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2003"	"2003"	11	203124	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2006"	"2006"	10	205332	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2008"	"2008"	11	208516	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2009"	"2009"	19	213946	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2010"	"2010"	10	219033	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2011"	"2011"	12	226506	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2012"	"2012"	16	229893	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2013"	"2013"	10	231524	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2015"	"2015"	12	232777	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"Black or African American"	"2054-5"	"2016"	"2016"	13	235536	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2000"	"2000"	16	438879	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2001"	"2001"	21	448434	4.7
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2002"	"2002"	17	450354	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2003"	"2003"	17	446990	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2004"	"2004"	14	440156	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2005"	"2005"	15	426504	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2006"	"2006"	15	414790	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2008"	"2008"	13	405110	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2010"	"2010"	15	406379	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2011"	"2011"	11	415090	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2012"	"2012"	10	416299	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2014"	"2014"	16	413179	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2015"	"2015"	17	411600	Unreliable
	"30-34 years"	"30-34"	"Georgia"	"13"	"White"	"2106-3"	"2016"	"2016"	16	410647	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2003"	"2003"	13	137170	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2004"	"2004"	12	134999	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2006"	"2006"	10	126417	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2008"	"2008"	13	122168	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2010"	"2010"	10	126923	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"Black or African American"	"2054-5"	"2014"	"2014"	10	130093	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2000"	"2000"	24	733477	3.3
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2001"	"2001"	30	732858	4.1
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2002"	"2002"	22	727731	3.0
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2003"	"2003"	21	715550	2.9
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2004"	"2004"	35	699034	5.0
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2005"	"2005"	27	678729	4.0
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2006"	"2006"	22	662240	3.3
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2007"	"2007"	24	657755	3.6
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2008"	"2008"	23	659641	3.5
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2009"	"2009"	14	665548	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2010"	"2010"	12	671933	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2011"	"2011"	15	685149	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2012"	"2012"	12	690025	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2013"	"2013"	20	694173	2.9
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2014"	"2014"	13	691374	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2015"	"2015"	17	683547	Unreliable
	"30-34 years"	"30-34"	"Illinois"	"17"	"White"	"2106-3"	"2016"	"2016"	22	675034	3.3
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2000"	"2000"	19	376111	Unreliable
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2001"	"2001"	18	376717	Unreliable
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2002"	"2002"	24	374685	6.4
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2003"	"2003"	22	371910	5.9
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2004"	"2004"	30	365003	8.2
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2005"	"2005"	28	357250	7.8
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2006"	"2006"	22	346919	6.3
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2007"	"2007"	20	342548	5.8
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2008"	"2008"	18	343934	Unreliable
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2009"	"2009"	14	347189	Unreliable
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2010"	"2010"	17	351109	Unreliable
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2011"	"2011"	28	359271	7.8
	"30-34 years"	"30-34"	"Indiana"	"18"	"White"	"2106-3"	"2012"	"2012"	28	361211	7.8
