Year,Region,Ethnicity,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age,agr_by,measure3
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,4.59602194891024,4.59602194891024,4.59602194891024,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,24.8883403398408,24.8883403398408,24.8883403398408,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,14.6566289050705,14.6566289050705,14.6566289050705,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,66.8416358100548,66.8416358100548,66.8416358100548,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,25.4509440486632,25.4509440486632,25.4509440486632,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,13.4155546525661,13.4155546525661,13.4155546525661,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,74.7530497277386,74.7530497277386,74.7530497277386,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,17.640341584094,17.640341584094,17.640341584094,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,12.3726616113158,12.3726616113158,12.3726616113158,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,5.52773514910513,5.52773514910513,5.52773514910513,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,27.3119621168207,27.3119621168207,27.3119621168207,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,17.5249129645408,17.5249129645408,17.5249129645408,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,84.2207568601469,84.2207568601469,84.2207568601469,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,37.407282337954,37.407282337954,37.407282337954,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,21.1575810743161,21.1575810743161,21.1575810743161,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,166.361205883489,166.361205883489,166.361205883489,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,17.5692597176173,17.5692597176173,17.5692597176173,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,11.8885967981206,11.8885967981206,11.8885967981206,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,4.94937841530003,4.94937841530003,4.94937841530003,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,24.3036959261761,24.3036959261761,24.3036959261761,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,15.1506197640338,15.1506197640338,15.1506197640338,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,59.7440359371175,59.7440359371175,59.7440359371175,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,25.8867572574414,25.8867572574414,25.8867572574414,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,14.5850979060095,14.5850979060095,14.5850979060095,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,72.6245950212571,72.6245950212571,72.6245950212571,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,15.8846859386783,15.8846859386783,15.8846859386783,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,11.5185234649842,11.5185234649842,11.5185234649842,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,5.70555978816346,5.70555978816346,5.70555978816346,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,13.5048629809053,13.5048629809053,13.5048629809053,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,10.5869324244642,10.5869324244642,10.5869324244642,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,-8.33173726184572,-8.33173726184572,-8.33173726184572,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,13.9113688330223,13.9113688330223,13.9113688330223,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,10.8429417459561,10.8429417459561,10.8429417459561,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,-5.93397763855305,-5.93397763855305,-5.93397763855305,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,15.8644656995665,15.8644656995665,15.8644656995665,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,11.1471822299915,11.1471822299915,11.1471822299915,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,5.58629146111899,5.58629146111899,5.58629146111899,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,12.5132938833127,12.5132938833127,12.5132938833127,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,10.0241542063894,10.0241542063894,10.0241542063894,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,-14.1804706405428,-14.1804706405428,-14.1804706405428,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,13.0583602194224,13.0583602194224,13.0583602194224,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,10.4664083174468,10.4664083174468,10.4664083174468,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,-10.9654171648459,-10.9654171648459,-10.9654171648459,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,18.9960951212503,18.9960951212503,18.9960951212503,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,13.0663682569152,13.0663682569152,13.0663682569152,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,5.75463119072849,5.75463119072849,5.75463119072849,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,28.7438830370502,28.7438830370502,28.7438830370502,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,17.8602658515385,17.8602658515385,17.8602658515385,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,96.4555931607207,96.4555931607207,96.4555931607207,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,45.309635114934,45.309635114934,45.309635114934,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,23.0093492826954,23.0093492826954,23.0093492826954,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,250.596169689376,250.596169689376,250.596169689376,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,absolute number,A,18.9022508760594,18.9022508760594,18.9022508760594,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,absolute number,A,12.5384413751842,12.5384413751842,12.5384413751842,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,absolute number,A,4.88143171330028,4.88143171330028,4.88143171330028,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,25.8139288254484,25.8139288254484,25.8139288254484,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,15.4279602724672,15.4279602724672,15.4279602724672,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,69.1930318682709,69.1930318682709,69.1930318682709,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,27.4864427828849,27.4864427828849,27.4864427828849,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,14.5223524247546,14.5223524247546,14.5223524247546,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,"All, All Origins",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,84.75539598186,84.75539598186,84.75539598186,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,22.4011716537534,22.4011716537534,22.4011716537534,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,14.3579796227738,14.3579796227738,14.3579796227738,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,31.6732247464789,31.6732247464789,31.6732247464789,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,23.8853965878728,23.8853965878728,23.8853965878728,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,15.7038437688106,15.7038437688106,15.7038437688106,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,41.6090941220377,41.6090941220377,41.6090941220377,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,23.4747891079582,23.4747891079582,23.4747891079582,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,15.2781016322022,15.2781016322022,15.2781016322022,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,38.8603582725899,38.8603582725899,38.8603582725899,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,22.4043126201884,22.4043126201884,22.4043126201884,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,13.4233653770286,13.4233653770286,13.4233653770286,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,31.6942513654863,31.6942513654863,31.6942513654863,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,23.8485057364909,23.8485057364909,23.8485057364909,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,15.0817275327318,15.0817275327318,15.0817275327318,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,41.3621351388962,41.3621351388962,41.3621351388962,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,23.6635399850407,23.6635399850407,23.6635399850407,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,14.620714770046,14.620714770046,14.620714770046,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,40.1239161175645,40.1239161175645,40.1239161175645,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,20.4350150529724,20.4350150529724,20.4350150529724,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,13.6652337256125,13.6652337256125,13.6652337256125,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,27.5193500330981,27.5193500330981,27.5193500330981,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,23.5803975276661,23.5803975276661,23.5803975276661,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,16.0791514394092,16.0791514394092,16.0791514394092,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,38.1084396266208,38.1084396266208,38.1084396266208,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,22.7949371762295,22.7949371762295,22.7949371762295,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,15.4755704566699,15.4755704566699,15.4755704566699,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,35.4641475252816,35.4641475252816,35.4641475252816,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,20.461539631748,20.461539631748,20.461539631748,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,12.9150599965792,12.9150599965792,12.9150599965792,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,27.608646372524,27.608646372524,27.608646372524,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,23.7482528445636,23.7482528445636,23.7482528445636,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,15.8044545915278,15.8044545915278,15.8044545915278,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,38.6735330623721,38.6735330623721,38.6735330623721,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,23.4320464976787,23.4320464976787,23.4320464976787,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,15.3180900859473,15.3180900859473,15.3180900859473,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,37.6090083617534,37.6090083617534,37.6090083617534,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,237.227532318755,237.227532318755,237.227532318755,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,149.206796805559,149.206796805559,149.206796805559,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,575.083503447447,575.083503447447,575.083503447447,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,9.75840817553169,9.75840817553169,9.75840817553169,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,7.13916954206489,7.13916954206489,7.13916954206489,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,0.884317888202297,0.884317888202297,0.884317888202297,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,9.04860813700846,9.04860813700846,9.04860813700846,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,6.34341160334025,6.34341160334025,6.34341160334025,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,-0.907426840077098,-0.907426840077098,-0.907426840077098,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,-77.5636321257197,-77.5636321257197,-77.5636321257197,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,-49.6058755859486,-49.6058755859486,-49.6058755859486,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,-219.542276759342,-219.542276759342,-219.542276759342,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,9.68230487034753,9.68230487034753,9.68230487034753,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,6.50141864650093,6.50141864650093,6.50141864650093,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,0.692210691149855,0.692210691149855,0.692210691149855,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,9.3400720262763,9.3400720262763,9.3400720262763,EPA,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,5.74038167420521,5.74038167420521,5.74038167420521,burnett,attributable,25,150,nation,proportion of disparity to Black or African American attributable
1990,United States,American Indian or Alaska Native,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,-0.171685985278049,-0.171685985278049,-0.171685985278049,di_gee,attributable,25,150,nation,proportion of disparity to Black or African American attributable
