Year,Region,Ethnicity,Gender.Code,Education,rural_urban_class,source,measure1,measure2,scenario,lower,mean,upper,method,attr,min_age,max_age,agr_by,measure3
1990,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,absolute number,A,5.05669313886739,20.1240953119718,38.476526086472,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,5.05669313886738,20.1240953119718,38.476526086472,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Asian or Pacific Islander,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,5.05669313886738,20.1240953119718,38.476526086472,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,5.6256493589165,22.3749103407563,42.7317423925315,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,5.6256493589165,22.3749103407563,42.7317423925315,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,5.62564935891651,22.3749103407563,42.7317423925315,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,5.62564935891649,22.3749103407563,42.7317423925315,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,5.6256493589165,22.3749103407563,42.7317423925315,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,5.6256493589165,22.3749103407563,42.7317423925315,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,5.03574128121475,20.2783648752638,39.1617720649616,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,5.03574128121475,20.2783648752638,39.1617720649615,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,5.03574128121475,20.2783648752639,39.1617720649616,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,5.03574128121475,20.2783648752638,39.1617720649616,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,5.03574128121475,20.2783648752638,39.1617720649616,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,5.03574128121476,20.2783648752638,39.1617720649616,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,4.68508367894164,19.039031472772,37.0670821393874,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,4.68508367894163,19.039031472772,37.0670821393875,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,4.68508367894163,19.039031472772,37.0670821393874,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,4.68508367894162,19.039031472772,37.0670821393875,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,4.68508367894163,19.039031472772,37.0670821393874,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,4.68508367894163,19.039031472772,37.0670821393873,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,5.40140924406674,21.5786306673519,41.3773728678367,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,5.40140924406675,21.5786306673519,41.3773728678366,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,5.40140924406675,21.5786306673519,41.3773728678367,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,absolute number,A,5.40140924406674,21.5786306673519,41.3773728678366,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,5.40140924406674,21.5786306673519,41.3773728678368,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,Black or African American,All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,5.40140924406674,21.5786306673519,41.3773728678367,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,5.08060825713209,20.4011987942212,39.3087268499394,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,5.08060825713209,20.4011987942212,39.3087268499394,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,5.08060825713209,20.4011987942212,39.3087268499394,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,5.08060825713209,20.4011987942212,39.3087268499394,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,5.08060825713209,20.4011987942212,39.3087268499394,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,5.08060825713208,20.4011987942212,39.3087268499394,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,4.38048344005555,17.8522207357108,34.8561293483232,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,4.38048344005555,17.8522207357108,34.8561293483231,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,4.38048344005555,17.8522207357108,34.8561293483231,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,4.38048344005555,17.8522207357109,34.8561293483232,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,4.38048344005555,17.8522207357108,34.8561293483231,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,4.38048344005555,17.8522207357108,34.8561293483231,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,3.8642692834867,15.8998221014774,31.3159126195157,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,3.8642692834867,15.8998221014774,31.3159126195157,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,3.86426928348669,15.8998221014774,31.3159126195157,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,3.8642692834867,15.8998221014774,31.3159126195158,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,3.8642692834867,15.8998221014774,31.3159126195158,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,3.8642692834867,15.8998221014775,31.3159126195157,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,absolute number,A,4.68602495350416,18.9534879086696,36.7600549065038,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,4.68602495350416,18.9534879086696,36.7600549065038,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,Deaths,"crude rate per 100,000",A,4.68602495350416,18.9534879086696,36.7600549065038,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,YLL,absolute number,A,4.68602495350416,18.9534879086696,36.7600549065039,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,4.68602495350416,18.9534879086696,36.7600549065038,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"White, All Origins",All genders,666,All,National Vital Statistics System,YLL,"crude rate per 100,000",A,4.68602495350418,18.9534879086696,36.7600549065038,EPA,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,absolute number,A,10.6968780430089,14.0060885762245,17.1708384222507,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,10.7408650463586,14.0636834990273,17.2414472227024,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,10.696878043009,14.0060885762245,17.1708384222507,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,absolute number,A,10.2227090245574,13.3852295512051,16.4096930144099,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,10.3620410288722,13.5676656214388,16.633351480321,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,large metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,10.2227090245574,13.3852295512051,16.4096930144099,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,absolute number,A,9.51332067643974,12.4834577611249,15.3369241183003,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,9.51301597010323,12.48305792296,15.3364328852052,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,9.51332067643974,12.483457761125,15.3369241183004,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,absolute number,A,9.13914712080159,11.9924641390234,14.7336992691571,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,9.18069183880941,12.0469794602332,14.8006756919302,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,small-medium metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,9.13914712080156,11.9924641390234,14.7336992691571,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,absolute number,A,8.78914657444804,11.5501038523071,14.2108089861497,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"age-adjusted rate per 100,000",A,8.74103673623666,11.4868811465583,14.1330221708559,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,Deaths,"crude rate per 100,000",A,8.78914657444804,11.5501038523071,14.2108089861497,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,absolute number,A,8.50330222294684,11.1744664775666,13.7486390309048,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"age-adjusted rate per 100,000",A,8.42491008823783,11.071448819433,13.6218900180251,burnett,attributable,25,150,nation,prop. of overall burden
1990,United States,"All, All Origins",All genders,666,non metro,National Vital Statistics System,YLL,"crude rate per 100,000",A,8.50330222294683,11.1744664775667,13.7486390309048,burnett,attributable,25,150,nation,prop. of overall burden
